code,date,min,max
MYHOA,2016-01-01,0.2,0.2
MYHOA,2016-01-02,0.2,0.9
MYHOA,2016-01-03,1.0,1.0
MYHOA,2016-01-04,1.5,1.7
MYHOA,2016-01-05,2.6,3.3
MYHOA,2016-01-06,3.5,4.3
MYHOA,2016-01-07,4.0,4.5
MYHOA,2016-01-08,4.2,4.5
MYHOA,2016-01-09,4.1,5.0
MYHOA,2016-01-10,3.3,4.4
MYHOA,2016-01-11,3.0,4.0
MYHOA,2016-01-12,2.8,3.4
MYHOA,2016-01-13,3.2,3.2
MYHOA,2016-01-14,3.2,3.5
MYHOA,2016-01-15,2.5,2.8
MYHOA,2016-01-16,2.2,2.4
MYHOA,2016-01-17,1.3,1.8
MYHOA,2016-01-18,0.7,0.7
MYHOA,2016-01-19,1.0,1.6
MYHOA,2016-01-20,0.9,1.5
MYHOA,2016-01-21,1.4,2.0
MYHOA,2016-01-22,1.4,1.8
MYHOA,2016-01-23,1.3,1.5
MYHOA,2016-01-24,2.3,2.3
MYHOA,2016-01-25,3.1,3.2
MYHOA,2016-01-26,3.8,4.0
MYHOA,2016-01-27,4.0,4.2
MYHOA,2016-01-28,4.0,4.3
MYHOA,2016-01-29,3.3,3.8
MYHOA,2016-01-30,2.9,3.5
MYHOA,2016-01-31,2.5,3.3
MYHOA,2016-02-01,2.0,3.2
MYHOA,2016-02-02,2.4,3.9
MYHOA,2016-02-03,3.6,3.6
MYHOA,2016-02-04,4.9,5.3
MYHOA,2016-02-05,6.5,6.6
MYHOA,2016-02-06,8.0,8.2
MYHOA,2016-02-07,8.9,9.6
MYHOA,2016-02-08,8.4,10.6
MYHOA,2016-02-09,8.2,8.3
MYHOA,2016-02-10,7.4,8.6
MYHOA,2016-02-11,6.7,8.0
MYHOA,2016-02-12,5.9,6.5
MYHOA,2016-02-13,5.1,5.4
MYHOA,2016-02-14,3.7,4.0
MYHOA,2016-02-15,2.7,3.4
MYHOA,2016-02-16,2.8,4.5
MYHOA,2016-02-17,3.5,3.5
MYHOA,2016-02-18,5.2,5.2
MYHOA,2016-02-19,5.5,6.0
MYHOA,2016-02-20,6.0,6.2
MYHOA,2016-02-21,6.2,6.6
MYHOA,2016-02-22,5.9,6.4
MYHOA,2016-02-23,5.7,6.1
MYHOA,2016-02-24,6.0,6.3
MYHOA,2016-02-25,6.3,7.1
MYHOA,2016-02-26,6.8,7.5
MYHOA,2016-02-27,7.1,8.1
MYHOA,2016-02-28,7.4,8.2
MYHOA,2016-02-29,7.5,7.9
MYHOA,2016-03-01,7.0,7.5
MYHOA,2016-03-02,6.4,6.5
MYHOA,2016-03-03,6.5,6.6
MYHOA,2016-03-05,9.5,10.2
MYHOA,2016-03-06,9.4,10.1
MYHOA,2016-03-07,9.6,10.0
MYHOA,2016-03-08,9.8,10.0
MYHOA,2016-03-09,9.6,10.4
MYHOA,2016-03-10,10.3,10.7
MYHOA,2016-03-11,10.4,10.8
MYHOA,2016-03-12,11.5,11.7
MYHOA,2016-03-13,11.2,11.4
MYHOA,2016-03-14,10.3,11.0
MYHOA,2016-03-15,10.1,10.4
MYHOA,2016-03-16,8.0,8.6
MYHOA,2016-03-17,7.7,7.7
MYHOA,2016-03-18,6.5,7.3
MYHOA,2016-03-19,7.1,7.1
MYHOA,2016-03-20,6.6,7.8
MYHOA,2016-03-21,7.4,8.0
MYHOA,2016-03-22,7.4,7.7
MYHOA,2016-03-23,7.0,7.8
MYHOA,2016-03-24,7.3,7.8
MYHOA,2016-03-25,7.7,8.1
MYHOA,2016-03-26,8.8,9.2
MYHOA,2016-03-27,9.5,10.5
MYHOA,2016-03-28,10.9,11.8
MYHOA,2016-03-29,11.9,12.4
MYHOA,2016-03-30,11.4,12.2
MYHOA,2016-03-31,9.1,10.0
MYHOA,2016-04-01,9.6,9.6
MYHOA,2016-04-02,9.1,9.1
MYHOA,2016-04-03,8.7,8.7
MYHOA,2016-04-04,7.5,7.8
MYHOA,2016-04-05,7.5,9.0
MYHOA,2016-04-06,8.5,8.9
MYHOA,2016-04-07,8.3,8.8
MYHOA,2016-04-08,8.2,8.5
MYHOA,2016-04-09,8.2,8.2
MYHOA,2016-04-10,7.6,8.0
MYHOA,2016-04-11,6.7,6.8
MYHOA,2016-04-12,5.4,6.1
MYHOA,2016-04-13,3.3,4.5
MYHOA,2016-04-14,3.7,3.7
MYHOA,2016-04-15,3.1,3.1
MYHOA,2016-04-16,3.0,3.0
MYHOA,2016-04-17,2.4,3.6
MYHOA,2016-04-18,2.9,3.5
MYHOA,2016-04-19,3.3,4.2
MYHOA,2016-04-20,4.4,4.9
MYHOA,2016-04-21,4.4,4.5
MYHOA,2016-04-22,3.7,4.2
MYHOA,2016-04-23,3.9,4.1
MYHOA,2016-04-24,3.8,4.0
MYHOA,2016-04-25,3.4,3.7
MYHOA,2016-04-26,2.7,2.8
MYHOA,2016-04-27,2.4,2.5
MYHOA,2016-04-28,2.0,2.2
MYHOA,2016-04-29,1.5,1.6
MYHOA,2016-04-30,1.1,1.7
MYHOA,2016-05-01,1.2,1.8
MYHOA,2016-05-02,1.6,1.6
MYHOA,2016-05-03,1.3,1.8
MYHOA,2016-05-04,1.6,2.1
MYHOA,2016-05-05,2.0,2.5
MYHOA,2016-05-06,2.7,2.9
MYHOA,2016-05-07,3.2,3.6
MYHOA,2016-05-08,3.5,3.7
MYHOA,2016-05-09,3.3,3.5
MYHOA,2016-05-10,3.3,3.4
MYHOA,2016-05-11,2.8,2.9
MYHOA,2016-05-12,2.6,2.6
MYHOA,2016-05-13,1.7,2.5
MYHOA,2016-05-14,1.3,2.4
MYHOA,2016-05-15,2.3,2.3
MYHOA,2016-05-16,1.9,2.3
MYHOA,2016-05-17,1.9,2.9
MYHOA,2016-05-18,2.2,2.9
MYHOA,2016-05-19,2.3,2.4
MYHOA,2016-05-20,1.7,1.9
MYHOA,2016-05-21,1.6,1.6
MYHOA,2016-05-22,1.1,1.4
MYHOA,2016-05-23,0.9,1.0
MYHOA,2016-05-24,0.7,0.8
MYHOA,2016-05-25,0.5,0.6
MYHOA,2016-05-26,0.5,0.5
MYHOA,2016-05-27,0.4,0.5
MYHOA,2016-05-28,0.2,0.4
MYHOA,2016-05-29,0.3,0.3
MYHOA,2016-05-30,0.3,0.3
MYHOA,2016-05-31,0.3,0.3
MYHOA,2016-06-01,0.3,0.3
MYHOA,2016-06-02,0.3,0.3
MYHOA,2016-06-03,0.3,0.3
MYHOA,2016-06-04,0.3,0.3
MYHOA,2016-06-05,0.3,0.3
MYHOA,2016-06-06,0.3,0.3
MYHOA,2016-06-07,0.3,0.3
MYHOA,2016-06-08,0.2,0.2
MYHOA,2016-06-09,0.2,0.2
MYHOA,2016-06-10,0.2,0.2
MYHOA,2016-06-11,0.1,0.1
MYHOA,2016-06-12,0.1,0.1
MYHOA,2016-06-13,0.1,0.1
MYHOA,2016-06-14,0.1,0.1
MYHOA,2016-06-15,0.2,0.2
MYHOA,2016-06-16,0.0,0.0
MYHOA,2016-06-17,0.0,0.0
MYHOA,2016-06-18,0.0,0.0
MYHOA,2016-06-19,0.0,0.0
MYHOA,2016-06-20,0.0,0.0
MYHOA,2016-06-21,0.0,0.0
MYHOA,2016-06-22,0.0,0.0
MYHOA,2016-06-23,0.0,0.0
MYHOA,2016-06-24,0.0,0.0
MYHOA,2016-06-25,0.0,0.0
MYHOA,2016-06-26,0.0,0.0
MYHOA,2016-06-27,0.0,0.0
MYHOA,2016-06-28,0.0,0.0
MYHOA,2016-06-29,0.0,0.0
MYHOA,2016-06-30,0.0,0.0
