date,code,min,max
2002-01-01,SONDOC,0.1,0.3
2002-01-02,SONDOC,0.1,0.4
2002-01-03,SONDOC,0.2,0.4
2002-01-04,SONDOC,0.2,0.5
2002-01-05,SONDOC,0.1,0.6
2002-01-06,SONDOC,0.1,0.8
2002-01-07,SONDOC,0.2,0.8
2002-01-08,SONDOC,0.2,0.6
2002-01-09,SONDOC,0.1,0.4
2002-01-10,SONDOC,0.3,0.5
2002-01-11,SONDOC,0.2,0.7
2002-01-12,SONDOC,0.2,0.7
2002-01-13,SONDOC,0.2,0.5
2002-01-14,SONDOC,0.3,0.5
2002-01-15,SONDOC,0.2,0.5
2002-01-16,SONDOC,0.2,0.6
2002-01-17,SONDOC,0.2,0.6
2002-01-18,SONDOC,0.3,0.7
2002-01-19,SONDOC,0.3,0.7
2002-01-20,SONDOC,0.2,0.8
2002-01-21,SONDOC,0.2,0.6
2002-01-22,SONDOC,0.2,0.6
2002-01-23,SONDOC,0.3,0.8
2002-01-24,SONDOC,0.3,0.9
2002-01-25,SONDOC,0.4,1.0
2002-01-26,SONDOC,0.2,0.8
2002-01-27,SONDOC,0.2,0.6
2002-01-28,SONDOC,0.3,0.8
2002-01-29,SONDOC,0.2,1.0
2002-01-30,SONDOC,0.3,1.1
2002-01-31,SONDOC,0.3,1.3
2002-02-01,SONDOC,0.2,1.4
2002-02-02,SONDOC,0.2,1.6
2002-02-03,SONDOC,0.2,1.6
2002-02-04,SONDOC,0.2,1.7
2002-02-05,SONDOC,0.2,1.8
2002-02-06,SONDOC,0.2,0.9
2002-02-07,SONDOC,0.2,1.0
2002-02-08,SONDOC,0.2,1.1
2002-02-09,SONDOC,0.2,0.9
2002-02-10,SONDOC,0.3,1.5
2002-02-11,SONDOC,0.3,1.8
2002-02-12,SONDOC,0.2,2.5
2002-02-13,SONDOC,0.3,3.0
2002-02-14,SONDOC,0.3,1.8
2002-02-15,SONDOC,0.2,1.6
2002-02-16,SONDOC,0.1,0.8
2002-02-17,SONDOC,0.2,1.0
2002-02-18,SONDOC,0.1,1.1
2002-02-19,SONDOC,0.1,1.2
2002-02-20,SONDOC,0.2,0.7
2002-02-21,SONDOC,0.1,1.8
2002-02-22,SONDOC,0.2,2.0
2002-02-23,SONDOC,0.2,2.5
2002-02-24,SONDOC,0.8,2.6
2002-02-25,SONDOC,1.5,2.7
2002-02-26,SONDOC,1.6,3.0
2002-02-27,SONDOC,0.6,4.0
2002-02-28,SONDOC,0.2,3.5
2002-03-01,SONDOC,0.5,3.8
2002-03-02,SONDOC,0.3,3.7
2002-03-03,SONDOC,0.3,3.7
2002-03-04,SONDOC,0.4,3.5
2002-03-05,SONDOC,0.3,3.8
2002-03-06,SONDOC,0.2,3.8
2002-03-07,SONDOC,0.4,4.0
2002-03-08,SONDOC,0.6,4.1
2002-03-09,SONDOC,1.0,4.5
2002-03-10,SONDOC,1.1,4.6
2002-03-11,SONDOC,1.2,4.8
2002-03-12,SONDOC,1.4,5.2
2002-03-13,SONDOC,1.5,5.5
2002-03-14,SONDOC,1.6,6.0
2002-03-15,SONDOC,1.2,5.0
2002-03-16,SONDOC,1.4,4.8
2002-03-17,SONDOC,1.5,5.0
2002-03-18,SONDOC,1.4,4.4
2002-03-19,SONDOC,1.2,4.0
2002-03-20,SONDOC,2.1,4.5
2002-03-21,SONDOC,2.3,4.7
2002-03-22,SONDOC,2.9,5.0
2002-03-23,SONDOC,2.9,5.0
2002-03-24,SONDOC,2.7,5.3
2002-03-25,SONDOC,2.5,5.5
2002-03-26,SONDOC,2.8,6.0
2002-03-27,SONDOC,3.0,6.2
2002-03-28,SONDOC,3.1,6.4
2002-03-29,SONDOC,3.9,6.9
2002-03-30,SONDOC,4.3,6.3
2002-03-31,SONDOC,4.0,7.0
2002-04-01,SONDOC,3.0,6.8
2002-04-02,SONDOC,3.2,7.0
2002-04-03,SONDOC,2.9,7.1
2002-04-04,SONDOC,3.2,5.9
2002-04-05,SONDOC,3.1,5.8
2002-04-06,SONDOC,2.5,5.8
2002-04-07,SONDOC,2.7,5.7
2002-04-08,SONDOC,2.2,5.0
2002-04-09,SONDOC,2.0,4.8
2002-04-10,SONDOC,2.2,5.8
2002-04-11,SONDOC,3.0,6.0
2002-04-12,SONDOC,4.2,6.3
2002-04-13,SONDOC,4.8,7.5
2002-04-14,SONDOC,5.2,9.0
2002-04-15,SONDOC,6.0,8.8
2002-04-16,SONDOC,6.3,8.1
2002-04-17,SONDOC,4.6,8.3
2002-04-18,SONDOC,4.0,6.9
2002-04-19,SONDOC,4.1,7.0
2002-04-20,SONDOC,3.8,6.4
2002-04-21,SONDOC,4.0,6.3
2002-04-22,SONDOC,4.2,6.5
2002-04-23,SONDOC,4.1,6.3
2002-04-24,SONDOC,3.5,6.0
2002-04-25,SONDOC,3.6,6.1
2002-04-26,SONDOC,3.5,6.6
2002-04-27,SONDOC,3.8,6.9
2002-04-28,SONDOC,4.0,7.1
2002-04-29,SONDOC,4.2,8.0
2002-04-30,SONDOC,4.5,8.5
2002-05-01,SONDOC,2.8,4.8
2002-05-02,SONDOC,3.0,5.0
2002-05-03,SONDOC,3.1,5.0
2002-05-04,SONDOC,2.9,4.9
2002-05-05,SONDOC,2.2,4.4
2002-05-06,SONDOC,2.3,4.6
2002-05-07,SONDOC,2.6,4.6
2002-05-08,SONDOC,3.2,5.0
2002-05-09,SONDOC,4.5,7.1
2002-05-10,SONDOC,4.0,8.3
2002-05-11,SONDOC,4.2,8.0
2002-05-12,SONDOC,3.5,7.5
2002-05-13,SONDOC,5.0,8.2
2002-05-14,SONDOC,5.1,8.7
2002-05-15,SONDOC,4.5,8.0
2002-05-16,SONDOC,5.1,7.6
2002-05-17,SONDOC,4.5,7.0
2002-05-18,SONDOC,3.5,6.5
2002-05-19,SONDOC,3.0,6.1
2002-05-20,SONDOC,3.0,5.9
2002-05-21,SONDOC,2.9,6.0
2002-05-22,SONDOC,3.2,5.9
2002-05-23,SONDOC,4.0,6.5
2002-05-24,SONDOC,4.5,5.7
2002-05-25,SONDOC,4.0,5.8
2002-05-26,SONDOC,4.1,6.2
2002-05-27,SONDOC,4.5,6.5
