code,date,time,min,max
TANTHIENG,2017-03-21,17:00:00|12:00:00,0.0,0.0
TANTHIENG,2017-03-22,8:00:00|14:00:00,0.0,0.0
TANTHIENG,2017-03-23,9:00:00|15:00:00,0.0,0.0
TANTHIENG,2017-03-24,9:40:00|16:00:00,0.0,0.0
TANTHIENG,2017-03-25,11:00:00|17:16:00,0.0,0.0
TANTHIENG,2017-03-26,11:50:00|17:30:00,0.0,0.0
TANTHIENG,2017-03-27,11:40:00|17:28:00,0.0,0.0
TANTHIENG,2017-03-28,11:30:00|17:50:00,0.0,0.0
TANTHIENG,2017-03-29,11:25:00|18:00:00,0.0,0.0
TANTHIENG,2017-03-30,14:00:00|8:00:00,0.0,0.0
TANTHIENG,2017-03-31,15:00:00|8:00:00,0.0,0.0
TANTHIENG,2017-04-01,17:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-04-02,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-03,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-04,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-05,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-06,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-07,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-08,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-09,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-10,17:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-04-11,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-12,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-13,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-14,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-15,17:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-04-16,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-17,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-18,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-19,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-20,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-21,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-22,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-23,18:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-24,17:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-04-25,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-26,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-27,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-28,18:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-29,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-04-30,17:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-05-01,17:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-05-02,18:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-05-03,17:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-05-04,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-05,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-06,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-07,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-08,17:00:00|6:15:00,0.0,0.0
TANTHIENG,2017-05-09,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-10,17:15:00|6:30:00,0.0,0.0
TANTHIENG,2017-05-11,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-12,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-13,17:10:00|6:15:00,0.0,0.0
TANTHIENG,2017-05-14,17:10:00|6:10:00,0.0,0.0
TANTHIENG,2017-05-15,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-16,17:10:00|6:30:00,0.0,0.0
TANTHIENG,2017-05-17,17:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-05-18,17:30:00|6:10:00,0.0,0.0
TANTHIENG,2017-05-19,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-20,17:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-05-21,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-22,17:00:00|7:00:00,0.0,0.0
TANTHIENG,2017-05-23,17:30:00|6:10:00,0.0,0.0
TANTHIENG,2017-05-24,17:00:00|6:30:00,0.0,0.0
TANTHIENG,2017-05-25,17:10:00|7:00:00,0.0,0.0
TANTHIENG,2017-05-26,17:30:00|7:30:00,0.0,0.0
TANTHIENG,2017-05-27,17:00:00|7:00:00,0.0,0.0
TANTHIENG,2017-05-28,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-29,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-30,17:00:00|6:00:00,0.0,0.0
TANTHIENG,2017-05-31,17:00:00|6:00:00,0.0,0.0
