date,code,min,max
2013-02-03,BINHDAI,7.6,23.7
2013-02-04,BINHDAI,7.6,21.2
2013-02-05,BINHDAI,6.1,22.5
2013-02-10,BINHDAI,8.7,24.5
2013-02-11,BINHDAI,9.6,26.3
2013-02-12,BINHDAI,11.1,26.3
2013-02-19,BINHDAI,7.9,24.1
2013-02-20,BINHDAI,6.7,23.0
2013-02-21,BINHDAI,7.9,21.7
2013-02-27,BINHDAI,15.4,26.3
2013-02-28,BINHDAI,15.5,26.5
2013-03-01,BINHDAI,14.6,26.2
2013-03-05,BINHDAI,13.1,28.7
2013-03-06,BINHDAI,12.6,28.5
2013-03-07,BINHDAI,13.2,29.1
2013-03-11,BINHDAI,11.2,24.0
2013-03-12,BINHDAI,11.3,24.4
2013-03-13,BINHDAI,11.7,22.5
2013-03-19,BINHDAI,8.7,19.6
2013-03-20,BINHDAI,7.2,16.0
2013-03-21,BINHDAI,4.8,16.9
2013-03-28,BINHDAI,11.4,20.8
2013-03-29,BINHDAI,11.6,21.4
2013-03-30,BINHDAI,9.5,21.7
2013-04-04,BINHDAI,9.1,19.9
2013-04-05,BINHDAI,7.375,20.025
2013-04-06,BINHDAI,8.525,20.075
2013-04-11,BINHDAI,13.375,23.175
2013-04-12,BINHDAI,14.25,23.575
2013-04-13,BINHDAI,15.525,23.925
2013-04-18,BINHDAI,10.125,19.725
2013-04-19,BINHDAI,6.8,19.175
2013-04-20,BINHDAI,6.05,21.0
2013-04-27,BINHDAI,12.1,21.95
2013-04-28,BINHDAI,10.9,21.675
2013-04-29,BINHDAI,11.125,20.925
2013-05-04,BINHDAI,7.625,18.75
2013-05-05,BINHDAI,6.475,19.7
2013-05-06,BINHDAI,9.375,20.1
2013-05-10,BINHDAI,5.375,16.25
2013-05-11,BINHDAI,5.5,17.15
2013-05-12,BINHDAI,4.8,18.1
2013-05-18,BINHDAI,4.7,18.85
2013-05-19,BINHDAI,3.7,19.675
2013-05-20,BINHDAI,5.1,18.075
2013-05-26,BINHDAI,6.125,18.7
2013-05-27,BINHDAI,4.35,22.525
2013-05-28,BINHDAI,4.025,18.8
