code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
ANTHUAN,2014-04-28,5.1,14.7,11.8,12.8,9.7,9.1,6.3,6.8,12.4,14.7,10.6,8.4,6.0,5.1
ANTHUAN,2014-04-29,3.8,16.2,8.4,12.4,13.0,10.1,6.9,7.0,10.8,16.2,12.9,11.1,6.7,3.8
ANTHUAN,2014-04-30,4.8,15.0,5.8,11.4,14.3,9.1,8.4,5.9,11.4,15.0,14.5,9.8,7.8,4.8
ANTHUAN,2014-05-01,5.0,14.1,5.0,10.1,13.8,12.2,8.6,6.6,9.0,13.8,14.1,10.2,8.7,5.9
ANTHUAN,2014-05-02,3.4,15.0,3.4,8.3,12.3,14.3,8.8,8.2,10.5,11.8,15.0,10.2,8.1,5.0
ANTHUAN,2014-05-03,2.7,12.8,2.7,5.7,8.9,12.8,9.8,8.9,8.1,9.5,12.3,10.4,8.6,5.3
ANTHUAN,2014-05-07,2.9,12.6,4.0,2.9,3.9,9.2,12.6,12.2,11.0,9.4,7.8,7.5,6.1,5.1
ANTHUAN,2014-05-08,2.5,13.3,3.6,2.6,2.5,3.5,9.6,12.5,13.3,8.2,7.4,6.6,6.7,5.7
ANTHUAN,2014-05-09,2.1,14.1,4.9,3.7,2.1,3.3,8.7,13.9,14.1,9.0,7.5,7.3,7.7,7.8
ANTHUAN,2014-05-14,4.8,16.3,11.3,13.3,14.3,10.8,7.9,9.5,14.0,16.3,12.3,9.1,7.3,4.8
ANTHUAN,2014-05-15,6.2,13.9,6.6,12.0,13.1,9.9,8.6,7.4,10.2,13.9,12.4,9.7,7.5,6.2
ANTHUAN,2014-05-16,5.3,15.0,5.3,11.3,14.1,9.8,9.1,7.0,10.6,15.0,12.5,9.1,7.0,5.5
ANTHUAN,2014-05-17,3.4,15.9,3.4,9.3,13.1,13.2,9.5,8.5,8.4,13.7,15.9,12.0,8.2,5.8
ANTHUAN,2014-05-27,3.3,16.6,12.2,13.9,10.4,7.7,5.5,9.2,16.3,16.6,10.2,6.6,4.3,3.3
ANTHUAN,2014-05-28,2.7,15.9,8.7,13.3,14.6,10.8,7.3,9.3,13.1,15.9,10.8,8.3,4.7,2.7
ANTHUAN,2014-05-29,3.6,14.3,5.5,10.4,13.3,9.9,7.9,7.7,9.8,14.3,9.4,6.4,4.7,3.6
