code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
SONDOC,2015-03-23,5.3,14.1,5.3,9.9,12.7,13.6,12.2,8.7,7.0,8.5,12.9,14.1,12.7,12.2
SONDOC,2015-03-27,6.9,14.6,8.0,9.7,6.9,8.1,13.7,13.6,14.2,13.9,13.9,14.0,14.6,12.1
SONDOC,2015-03-28,6.9,15.7,9.1,7.1,6.9,8.4,9.0,12.6,15.2,15.7,14.7,14.2,14.1,13.4
SONDOC,2015-03-29,6.5,14.8,9.2,11.3,6.6,6.5,7.5,9.4,13.5,14.8,14.1,13.4,12.5,12.6
SONDOC,2015-04-03,6.1,11.5,6.9,10.2,10.3,9.5,7.0,6.1,7.3,9.8,11.5,11.0,7.3,6.2
SONDOC,2015-04-04,6.2,11.1,6.3,10.3,10.8,9.5,7.6,6.3,6.2,9.9,11.1,10.0,9.4,7.6
SONDOC,2015-04-05,5.6,11.1,5.6,6.2,10.9,11.1,7.6,5.7,5.8,10.5,10.6,6.2,6.1,7.5
SONDOC,2015-04-07,4.0,10.1,4.0,4.7,8.3,9.5,8.1,5.5,5.2,6.9,8.9,10.1,9.9,7.6
SONDOC,2015-04-08,4.0,11.2,4.0,4.5,6.2,9.6,10.3,7.6,6.6,7.1,9.7,11.2,8.8,7.4
SONDOC,2015-04-09,4.7,11.0,4.7,5.8,5.1,9.1,11.0,8.6,7.1,6.8,10.2,10.9,10.1,6.1
SONDOC,2015-04-11,4.1,10.4,6.0,4.1,5.4,6.6,10.3,10.4,8.2,6.9,7.1,9.6,10.1,9.4
SONDOC,2015-04-12,3.9,11.1,4.0,4.2,3.9,4.8,7.1,11.1,10.1,9.0,7.0,7.2,7.1,7.7
SONDOC,2015-04-13,3.9,10.3,4.8,6.7,3.9,3.9,6.1,9.2,8.9,10.3,9.6,8.8,8.5,4.6
SONDOC,2015-04-18,5.0,11.5,6.6,6.2,11.5,8.7,6.9,5.4,6.8,9.5,11.3,8.8,5.8,5.0
SONDOC,2015-04-19,5.3,11.3,8.1,8.8,10.4,10.6,5.7,5.3,5.7,9.2,11.3,10.2,9.9,5.4
SONDOC,2015-04-20,4.3,10.3,4.3,6.0,8.9,10.3,8.7,5.2,5.7,8.1,10.1,8.1,8.4,4.3
SONDOC,2015-04-21,3.7,9.2,3.7,4.8,7.5,7.8,7.6,5.7,4.4,7.4,9.2,9.0,6.5,5.4
SONDOC,2015-04-28,2.6,7.3,3.9,3.8,2.7,2.6,4.7,2.6,6.7,7.3,7.2,5.6,5.3,4.3
SONDOC,2015-04-29,3.3,8.075,4.225,4.2,3.725,3.3,4.1,5.725,7.075,8.075,7.825,6.525,5.325,5.475
SONDOC,2015-04-30,3.925,10.925,5.425,5.725,5.525,5.075,3.925,5.725,7.775,10.925,8.925,7.925,5.325,4.1
SONDOC,2015-05-02,4.2,8.8,4.6,8.5,6.9,6.2,6.7,4.4,4.9,8.5,8.8,6.2,4.2,4.4
SONDOC,2015-05-03,3.1,8.9,4.5,8.1,8.8,6.6,5.2,4.0,5.6,8.6,8.9,5.8,4.2,3.1
SONDOC,2015-05-04,3.2,8.1,5.7,6.8,5.8,6.9,6.3,4.8,5.1,6.5,8.1,6.5,3.9,3.2
SONDOC,2015-05-06,2.3,7.2,2.3,5.3,6.1,6.2,5.6,3.5,4.4,5.4,7.2,6.5,6.3,3.0
SONDOC,2015-05-07,2.2,6.5,2.2,2.6,3.5,3.8,6.5,4.0,3.4,3.9,5.2,4.1,4.0,3.0
SONDOC,2015-05-08,1.6,6.3,1.6,1.8,3.5,5.9,4.8,6.3,3.7,3.3,4.3,5.4,3.9,3.7
SONDOC,2015-05-14,1.7,7.9,3.7,3.9,2.1,1.7,2.5,4.1,4.0,7.9,5.6,3.8,2.4,4.6
SONDOC,2015-05-15,1.7,7.2,5.3,4.2,3.3,2.9,1.8,2.1,4.9,5.6,7.2,5.2,1.8,1.7
SONDOC,2015-05-16,1.8,6.4,3.9,5.5,4.9,2.9,1.9,2.0,4.6,6.4,5.1,2.8,3.9,1.8
SONDOC,2015-05-18,1.1,6.0,1.5,3.5,5.0,4.2,2.4,1.8,2.4,6.0,3.0,3.8,5.9,1.1
SONDOC,2015-05-19,1.0,5.1,1.0,3.2,3.9,4.5,2.7,2.8,1.8,4.3,5.1,3.6,2.4,2.5
SONDOC,2015-05-20,0.8,4.1,0.8,2.2,3.1,3.9,3.4,1.6,2.6,4.1,3.9,2.7,2.6,1.4
SONDOC,2015-05-27,1.0,6.4,1.4,1.5,1.0,1.1,2.2,5.3,6.4,6.4,4.0,3.6,2.4,2.4
SONDOC,2015-05-28,1.6,6.5,2.2,2.3,2.3,1.6,2.2,3.7,6.5,6.1,5.4,4.4,3.3,3.3
SONDOC,2015-05-29,3.1,6.0,3.8,3.9,3.9,3.7,3.1,3.7,4.6,5.7,6.0,4.9,3.9,5.9
