code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
ANTHUAN,2012-02-01,2.4,12.2,5.075,2.65,2.4,3.575,3.15,4.2,5.125,5.75,5.95,9.425,12.2,11.45
ANTHUAN,2012-02-02,2.95,14.35,8.475,4.825,3.6,2.95,3.7,4.95,8.5,9.95,11.25,13.3,14.35,12.625
ANTHUAN,2012-02-03,4.0,16.0,10.55,7.425,5.225,4.0,6.425,8.925,13.1,16.0,15.175,15.2,14.95,14.5
ANTHUAN,2012-02-09,4.275,16.55,11.45,14.95,15.4,11.1,7.625,4.4,4.275,10.9,16.55,14.35,9.75,7.325
ANTHUAN,2012-02-10,4.525,19.825,10.775,16.075,19.825,14.525,9.725,6.6,4.525,8.625,17.25,14.775,9.9,8.2
ANTHUAN,2012-02-11,5.225,19.375,8.375,16.05,19.375,16.8,12.0,7.025,5.225,9.475,17.45,19.35,13.75,8.775
ANTHUAN,2012-02-15,2.025,12.425,3.95,2.025,2.675,5.975,10.225,10.875,6.225,5.425,6.425,12.425,10.725,9.8
ANTHUAN,2012-02-16,2.3,13.5,7.85,4.9,2.3,2.75,8.925,11.85,13.5,9.425,9.275,9.5,10.95,12.925
ANTHUAN,2012-02-17,3.075,17.875,10.2,6.575,4.2,3.075,6.125,11.05,14.125,16.3,15.525,14.925,17.0,17.875
ANTHUAN,2012-02-20,4.9,17.025,16.075,15.0,9.8,6.175,4.9,5.275,8.425,16.45,17.025,11.3,9.65,11.65
ANTHUAN,2012-02-21,5.3,16.5,15.1,16.5,9.0,8.25,7.475,5.3,8.525,15.625,14.45,10.925,9.75,10.75
ANTHUAN,2012-02-22,4.425,19.325,16.55,19.325,12.625,9.1,7.0,4.425,6.075,13.4,16.425,11.625,7.5,5.275
ANTHUAN,2012-03-02,3.1,18.275,4.75,3.1,3.95,4.65,10.1,13.175,15.225,16.45,16.925,18.275,17.55,17.05
ANTHUAN,2012-03-03,4.175,17.525,13.4,8.125,4.5,4.175,7.075,12.825,16.85,17.375,17.525,17.175,16.475,15.375
ANTHUAN,2012-03-04,4.35,16.825,11.95,7.825,5.4,4.35,6.875,11.4,15.375,16.825,14.8,14.05,13.275,10.65
ANTHUAN,2012-03-09,5.8,17.95,14.275,17.95,17.15,13.325,9.775,5.8,9.225,14.5,16.825,11.9,10.0,9.1
ANTHUAN,2012-03-10,9.3,19.45,11.225,15.9,19.075,13.7,12.025,10.125,9.3,14.875,19.45,15.85,12.475,10.7
ANTHUAN,2012-03-11,10.8,24.575,13.425,18.85,22.275,18.9,17.025,13.5,10.8,16.55,24.575,23.625,18.55,13.5
ANTHUAN,2012-03-16,8.4,20.05,12.525,10.025,8.4,10.675,15.525,19.5,20.05,19.675,19.275,19.775,19.925,17.25
ANTHUAN,2012-03-17,6.4,19.225,13.475,9.475,7.6,6.4,11.7,15.3,19.225,18.25,16.05,17.125,17.325,16.125
ANTHUAN,2012-03-18,7.425,18.275,13.45,10.3,8.4,7.425,8.075,12.175,17.225,18.275,14.4,15.075,14.375,15.225
ANTHUAN,2012-03-23,7.575,16.075,10.525,13.45,14.95,13.925,9.775,7.575,10.05,15.125,16.075,11.725,9.9,8.275
ANTHUAN,2012-03-24,8.825,16.975,10.275,13.325,15.3,12.925,10.875,9.2,9.675,14.7,16.975,13.025,9.875,8.825
ANTHUAN,2012-03-25,7.925,19.55,8.2,13.2,17.075,14.875,12.325,11.0,10.6,15.85,19.55,15.525,11.325,7.925
ANTHUAN,2012-03-30,7.75,17.025,9.275,7.75,9.225,14.15,17.025,17.0,15.625,16.7,16.25,16.825,12.825,10.375
ANTHUAN,2012-03-31,7.125,18.325,8.725,7.125,7.85,10.375,13.975,18.325,14.125,13.125,14.225,14.275,12.925,11.95
ANTHUAN,2012-04-01,4.425,17.425,8.125,5.75,4.425,8.525,12.25,16.8,17.425,16.35,14.025,13.2,13.675,14.425
ANTHUAN,2012-04-08,14.6,22.35,16.375,19.675,22.325,18.625,18.375,17.0,18.35,22.35,22.225,20.075,17.7,14.6
ANTHUAN,2012-04-09,13.675,25.025,13.675,19.125,24.55,24.3,21.325,19.275,20.4,22.275,25.025,22.25,19.3,15.425
ANTHUAN,2012-04-10,13.15,25.525,13.15,18.475,23.375,23.925,19.2,19.075,20.425,22.625,25.525,23.25,19.675,15.375
ANTHUAN,2012-04-16,9.325,18.45,15.425,12.375,10.5,9.325,12.475,15.95,18.45,17.775,14.4,13.2,13.25,14.825
ANTHUAN,2012-04-17,9.1,17.475,16.425,15.325,12.25,10.7,9.1,13.25,17.4,17.475,13.35,12.525,11.5,14.15
ANTHUAN,2012-04-18,10.725,17.1,16.5,14.85,13.175,11.8,10.725,11.85,16.225,17.1,13.5,13.3,11.6,13.375
ANTHUAN,2012-04-22,8.0,16.4,11.55,14.375,15.6,12.15,11.5,10.025,13.575,16.4,16.05,13.15,9.5,8.0
ANTHUAN,2012-04-23,8.6,17.425,8.6,12.95,15.875,15.3,11.1,10.625,13.225,16.6,17.425,13.675,10.6,8.675
