code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
ANTHUAN,2012-04-24,7.625,17.6,7.625,10.8,14.75,16.45,11.45,11.4,13.575,15.1,17.6,13.05,10.275,8.175
ANTHUAN,2012-04-29,5.6,16.4,7.45,5.6,8.7,12.075,15.525,16.4,14.225,13.6,13.2,12.975,11.3,10.45
ANTHUAN,2012-04-30,5.0,16.65,7.65,5.0,6.15,8.15,11.875,15.025,16.65,15.025,12.025,12.375,10.45,8.0
ANTHUAN,2012-05-01,5.525,19.6,6.025,5.65,5.525,7.35,15.325,17.7,19.6,14.675,14.4,13.5,14.25,15.6
ANTHUAN,2012-05-07,10.275,20.5,13.05,17.525,20.275,15.875,16.675,13.425,17.25,20.5,19.675,15.85,12.45,10.275
ANTHUAN,2012-05-08,10.5,21.125,10.5,16.25,21.125,20.275,18.45,15.125,15.925,20.725,21.025,14.575,13.125,11.9
ANTHUAN,2012-05-09,8.325,21.475,8.325,12.4,17.875,20.35,14.45,15.525,16.525,17.775,21.475,15.6,13.575,11.4
ANTHUAN,2012-05-15,6.825,17.425,11.6,8.675,6.825,8.85,12.4,17.425,16.6,13.975,12.75,12.775,14.875,15.275
ANTHUAN,2012-05-16,8.875,19.875,15.1,13.35,11.275,8.875,13.3,17.55,19.875,15.825,12.425,10.675,11.375,13.95
ANTHUAN,2012-05-17,9.0,18.825,16.8,15.05,11.825,9.0,11.025,15.725,18.825,14.85,11.95,10.425,9.8,13.475
ANTHUAN,2012-05-22,7.3,14.825,10.6,13.25,14.825,13.25,10.175,10.9,13.175,14.55,11.375,9.525,9.075,7.3
ANTHUAN,2012-05-23,6.425,15.225,6.425,9.875,14.95,15.225,11.3,10.775,13.175,12.825,12.725,9.525,8.025,6.575
ANTHUAN,2012-05-24,5.725,16.625,5.725,9.425,13.025,16.625,11.825,9.575,11.85,13.025,14.85,10.325,7.8,6.375
ANTHUAN,2012-05-29,4.55,16.425,6.225,4.55,5.575,11.425,15.2,16.425,12.05,11.15,11.45,10.1,11.125,8.6
ANTHUAN,2012-05-30,5.9,17.275,6.775,5.9,6.55,9.45,15.625,17.275,14.7,11.925,9.825,12.025,13.8,14.25
ANTHUAN,2012-05-31,8.7,18.95,12.775,10.775,8.7,11.1,15.125,18.95,18.025,15.475,13.075,9.4,12.05,14.25
ANTHUAN,2012-06-05,6.0,16.225,9.6,13.425,14.0,11.35,9.275,11.55,15.1,16.225,11.375,9.275,8.375,6.0
ANTHUAN,2012-06-06,4.45,17.15,4.6,11.125,15.625,15.8,12.725,10.525,12.9,17.15,14.075,9.1,6.275,4.45
ANTHUAN,2012-06-07,3.8,15.1,3.8,6.675,13.425,15.1,13.025,10.225,12.925,13.225,13.1,8.95,5.95,4.25
ANTHUAN,2012-06-12,1.4,11.05,1.675,1.4,2.025,5.7,11.05,10.775,7.875,5.25,3.925,3.85,3.775,3.525
ANTHUAN,2012-06-13,2.6,10.15,3.45,2.6,3.35,3.75,9.4,10.15,6.875,6.05,5.75,4.7,4.9,4.75
ANTHUAN,2012-06-14,2.725,7.575,4.225,4.425,2.725,3.475,5.7,7.575,6.85,7.475,6.675,6.4,6.6,6.9
ANTHUAN,2012-06-23,2.6,13.4,2.6,6.6,11.375,13.4,6.85,6.5,7.275,7.95,8.375,5.6,3.725,2.825
ANTHUAN,2012-06-24,1.725,11.925,2.275,3.8,6.325,11.25,11.925,5.275,4.25,5.25,5.875,3.9,2.325,1.725
ANTHUAN,2012-06-25,1.0,8.225,1.0,2.95,5.75,8.225,7.375,5.25,2.825,3.8,4.175,4.4,3.375,1.8
ANTHUAN,2012-06-27,0.975,11.0,2.975,0.975,2.2,6.7,11.0,6.3,4.875,3.8,2.8,4.025,5.525,4.45
ANTHUAN,2012-06-28,1.875,11.125,2.5,1.875,4.6,7.65,11.125,9.625,7.275,4.275,3.35,3.175,5.875,5.95
ANTHUAN,2012-06-29,2.0,11.825,3.9,3.0,3.025,4.95,11.825,5.35,4.975,4.15,3.7,2.0,3.375,5.7
