code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
BENTRAI,2016-01-30,6.9,24.0,11.3,9.4,11.1,13.6,11.2,10.5,9.8,6.9,9.9,17.5,24.0,20.0
BENTRAI,2016-02-01,4.2,8.7,8.7,7.3,5.3,5.0,5.0,5.1,5.2,4.7,4.4,4.2,8.0,7.3
BENTRAI,2016-02-02,3.1,6.5,6.5,6.0,4.6,3.6,3.1,3.2,3.6,3.5,3.4,3.3,3.1,3.4
BENTRAI,2016-02-03,3.2,6.9,4.3,6.9,5.5,4.1,3.2,3.6,4.5,4.9,3.9,3.6,3.8,4.3
BENTRAI,2016-02-08,16.2,29.3,24.9,29.3,26.2,20.6,17.7,16.2,18.2,22.3,24.9,24.3,22.4,19.1
BENTRAI,2016-02-09,15.6,25.3,24.4,23.3,20.1,18.1,16.7,15.6,16.1,20.5,24.9,25.2,25.3,17.7
BENTRAI,2016-02-10,15.3,26.6,18.1,23.0,26.6,21.1,17.6,16.2,15.3,19.1,25.7,26.2,23.3,20.9
BENTRAI,2016-02-11,14.3,27.5,21.2,22.9,24.9,25.7,20.3,16.0,14.3,15.8,24.3,27.5,25.8,23.1
BENTRAI,2016-02-16,7.7,17.5,12.3,9.7,7.7,8.8,12.2,15.3,13.9,10.7,8.9,9.6,13.8,17.5
BENTRAI,2016-02-17,5.7,13.4,13.3,10.2,7.6,5.7,6.8,10.7,10.9,9.8,8.0,8.1,10.8,13.4
BENTRAI,2016-02-18,5.0,18.9,15.4,12.0,8.6,5.0,5.3,7.1,15.5,18.9,17.5,15.7,16.3,17.9
BENTRAI,2016-02-21,7.6,24.3,20.1,22.3,19.4,15.7,9.8,7.6,12.6,21.3,24.3,22.8,18.1,16.9
BENTRAI,2016-02-22,8.9,22.5,17.5,20.5,19.0,14.5,10.4,8.9,11.1,18.2,22.5,20.8,16.5,11.5
BENTRAI,2016-02-23,9.5,22.2,12.8,20.7,19.1,14.0,13.2,9.5,11.0,16.0,22.2,22.0,17.1,13.9
BENTRAI,2016-02-26,9.8,27.7,12.6,12.2,20.7,20.1,14.0,12.9,9.8,13.9,22.7,27.7,22.9,18.3
BENTRAI,2016-02-27,10.0,24.6,14.9,17.2,19.6,22.1,16.2,12.7,10.0,14.2,19.2,24.6,19.7,18.3
BENTRAI,2016-02-28,9.1,23.1,14.8,17.0,19.5,23.1,16.8,13.8,11.3,9.1,11.8,22.5,19.3,14.2
BENTRAI,2016-03-02,5.1,7.8,7.8,6.9,5.2,5.1,6.3,6.3,6.6,6.2,6.3,5.9,6.1,5.8
BENTRAI,2016-03-03,3.8,5.5,5.5,5.3,5.2,4.2,3.8,4.5,5.1,4.9,4.6,4.3,4.8,5.5
BENTRAI,2016-03-04,4.1,12.4,5.1,4.6,4.4,4.1,4.6,5.8,8.5,12.0,12.4,9.1,8.9,8.7
BENTRAI,2016-03-08,14.7,25.4,21.7,25.1,22.3,17.8,15.5,14.7,17.6,22.3,25.4,23.1,18.5,16.4
BENTRAI,2016-03-09,15.9,25.2,19.6,22.9,23.6,20.8,18.2,15.9,16.5,21.2,25.2,24.1,18.8,16.7
BENTRAI,2016-03-10,14.6,25.1,19.4,20.7,24.7,22.7,18.2,17.1,14.6,20.5,25.1,23.6,20.1,17.3
BENTRAI,2016-03-11,13.7,25.2,13.7,18.7,22.1,24.5,19.2,15.0,14.1,16.1,23.1,25.2,20.6,19.1
BENTRAI,2016-03-16,11.4,18.7,15.1,13.2,11.4,13.6,17.1,18.2,18.7,17.3,15.3,16.7,18.2,17.0
BENTRAI,2016-03-17,9.1,18.3,14.1,12.1,10.3,9.1,12.0,15.6,18.3,16.7,16.3,15.8,16.4,16.6
BENTRAI,2016-03-18,6.2,19.2,14.6,12.0,10.1,7.8,6.2,12.2,16.6,19.2,18.5,15.3,15.1,15.0
BENTRAI,2016-03-22,8.9,18.5,15.8,17.9,16.9,13.9,9.9,8.9,12.2,16.0,18.5,16.1,14.6,10.2
BENTRAI,2016-03-23,9.0,18.4,12.6,18.0,18.4,14.7,10.7,9.0,9.9,14.3,16.7,16.5,13.8,11.3
BENTRAI,2016-03-24,8.2,18.8,14.7,15.9,18.8,16.6,11.4,8.2,8.7,12.8,16.3,17.5,14.4,10.5
BENTRAI,2016-03-26,9.5,23.5,9.7,18.2,23.5,23.3,18.1,12.8,9.5,13.2,19.9,21.9,18.9,13.3
BENTRAI,2016-03-27,9.2,25.7,9.2,11.4,18.4,24.1,20.9,16.4,12.9,13.1,19.2,25.7,20.8,14.8
BENTRAI,2016-03-28,10.3,23.6,10.3,11.6,16.3,23.6,23.1,20.7,16.7,14.9,20.1,21.5,20.1,13.7
BENTRAI,2016-04-01,3.5,15.0,4.0,3.8,3.7,3.5,10.0,12.9,15.0,14.3,11.9,11.0,9.9,8.9
BENTRAI,2016-04-02,4.1,18.6,7.0,5.3,4.1,4.2,4.8,17.9,18.6,17.4,18.6,12.4,10.6,9.5
BENTRAI,2016-04-03,4.6,24.0,7.6,5.6,5.2,4.7,4.6,12.4,21.5,24.0,20.0,17.3,15.3,11.8
BENTRAI,2016-04-06,11.3,21.6,14.6,18.5,19.6,15.4,12.0,12.1,15.4,21.5,21.6,18.5,14.3,11.3
BENTRAI,2016-04-07,11.3,20.6,16.6,20.3,20.5,17.0,12.1,11.3,13.4,19.2,20.6,18.7,16.2,14.2
BENTRAI,2016-04-08,10.9,20.8,16.9,19.2,20.7,19.1,14.9,10.9,11.8,17.7,20.8,19.5,16.0,12.1
BENTRAI,2016-04-09,10.4,22.5,16.8,18.6,20.8,22.5,15.7,10.4,11.0,14.5,20.6,20.3,14.9,10.7
BENTRAI,2016-04-15,4.2,16.3,6.2,5.4,4.2,5.6,8.9,13.2,16.3,15.6,11.5,10.7,10.2,9.8
BENTRAI,2016-04-16,3.3,18.2,7.9,6.6,4.4,3.3,3.9,9.1,15.5,18.2,16.7,11.6,10.7,10.8
BENTRAI,2016-04-17,3.5,16.7,11.2,8.0,6.1,4.3,3.5,7.1,13.9,15.7,16.7,13.0,11.6,9.0
BENTRAI,2016-04-23,5.5,17.4,7.8,11.6,17.4,11.4,8.5,5.5,7.0,12.5,15.6,15.9,10.5,6.4
BENTRAI,2016-04-24,5.7,17.8,5.7,8.7,15.7,17.8,13.9,8.4,6.1,8.8,15.2,14.9,9.1,5.8
BENTRAI,2016-04-25,5.6,16.6,5.6,8.5,13.5,16.6,13.4,9.3,6.5,7.8,14.8,13.9,9.8,6.6
BENTRAI,2016-04-28,5.4,13.0,5.7,5.4,5.9,9.0,13.0,12.2,10.2,8.6,9.7,9.9,6.2,5.5
BENTRAI,2016-04-29,3.9,13.0,4.2,3.9,4.3,8.2,13.0,12.7,11.0,9.6,9.1,9.7,9.3,7.7
BENTRAI,2016-04-30,2.8,16.2,5.4,3.5,2.8,5.5,12.1,15.5,16.2,12.2,10.4,10.1,10.0,6.7
BENTRAI,2016-05-06,8.5,19.8,12.2,17.1,19.2,14.1,8.8,8.5,14.4,19.5,19.8,15.8,12.4,9.5
BENTRAI,2016-05-07,8.4,21.3,12.1,17.3,20.9,17.8,12.1,8.5,12.4,17.2,21.3,17.6,10.6,8.4
BENTRAI,2016-05-08,7.7,22.7,8.0,15.3,22.3,22.7,15.4,10.2,7.7,8.6,16.9,20.5,19.3,11.8
BENTRAI,2016-05-09,7.6,21.9,7.6,11.6,19.2,21.9,18.9,12.3,7.8,11.6,18.5,17.5,12.3,8.1
BENTRAI,2016-05-14,3.9,18.3,5.7,4.7,3.9,6.4,12.1,17.6,18.3,15.0,11.9,11.4,10.9,10.1
BENTRAI,2016-05-15,3.0,20.6,9.2,8.0,6.1,3.0,7.6,13.3,20.6,19.0,14.3,11.5,7.4,6.9
BENTRAI,2016-05-16,3.2,18.0,6.5,5.2,4.3,3.2,4.6,14.3,18.0,16.8,10.7,6.8,4.3,4.0
BENTRAI,2016-05-20,7.1,13.8,10.1,13.3,13.8,11.8,9.6,7.5,9.6,11.6,12.3,10.1,8.6,7.1
BENTRAI,2016-05-21,7.8,14.6,8.5,11.8,12.7,12.2,9.9,7.8,8.5,14.6,13.0,11.7,9.3,7.8
BENTRAI,2016-05-22,6.2,13.7,8.2,10.7,13.7,13.4,10.4,7.1,7.9,10.7,9.3,8.3,7.6,6.2
BENTRAI,2016-05-24,3.7,13.9,3.7,6.6,12.2,13.9,10.8,8.3,5.9,5.5,6.7,6.2,5.3,4.8
BENTRAI,2016-05-25,3.6,12.4,3.6,4.6,8.7,12.4,10.2,7.8,6.5,6.0,5.2,5.0,4.5,4.1
BENTRAI,2016-05-26,3.4,12.7,3.4,4.7,6.3,10.6,12.7,8.7,7.1,5.7,5.5,4.7,4.1,3.5
BENTRAI,2016-05-29,3.3,14.8,3.8,3.3,3.7,8.8,14.3,14.8,12.4,9.4,6.7,6.5,4.8,3.7
BENTRAI,2016-05-30,2.5,17.8,3.1,2.8,2.5,3.8,14.9,17.8,16.0,12.1,9.1,5.8,4.3,4.0
BENTRAI,2016-05-31,1.3,17.8,3.5,3.0,2.8,1.3,5.8,17.8,16.7,14.6,10.0,8.2,6.0,5.0
BENTRAI,2016-06-04,3.8,14.9,6.8,11.3,12.0,7.9,4.6,5.5,9.7,14.9,10.9,6.6,4.6,3.8
BENTRAI,2016-06-05,2.4,12.3,5.7,10.2,12.3,9.4,5.5,3.3,5.3,11.0,10.3,7.3,4.8,2.4
BENTRAI,2016-06-06,1.7,14.1,1.7,6.3,14.1,11.7,7.0,4.2,4.3,10.7,9.3,7.4,5.6,3.3
BENTRAI,2016-06-08,2.1,12.6,2.4,2.1,7.8,12.6,12.4,8.0,4.8,4.2,4.0,3.6,4.1,4.4
BENTRAI,2016-06-09,2.5,11.6,3.3,2.5,5.7,11.6,11.3,9.7,7.3,3.5,3.3,3.5,4.1,5.0
BENTRAI,2016-06-10,2.8,13.1,3.2,2.8,4.9,10.0,13.1,11.0,9.0,5.7,4.1,3.3,3.5,3.8
BENTRAI,2016-06-13,1.8,12.9,3.0,2.2,1.8,2.5,6.6,10.8,12.9,7.8,6.1,4.3,3.1,2.6
BENTRAI,2016-06-14,1.7,6.6,2.1,1.8,1.7,3.1,3.5,6.6,6.6,5.4,4.5,3.9,3.2,2.1
BENTRAI,2016-06-15,1.1,5.9,1.8,1.3,1.1,3.1,2.5,5.9,5.3,4.6,3.8,2.8,2.1,1.8
BENTRAI,2016-06-22,3.0,12.2,4.0,6.3,10.4,12.2,9.7,8.1,5.0,6.2,6.8,5.7,3.5,3.0
BENTRAI,2016-06-23,2.0,12.9,2.0,7.1,11.4,12.9,10.4,7.2,5.4,3.9,4.2,4.9,4.1,3.5
BENTRAI,2016-06-24,2.1,13.5,2.8,6.7,9.9,13.5,13.5,8.6,4.6,2.8,2.6,3.2,2.9,2.1
BENTRAI,2016-06-27,1.1,10.2,2.0,1.1,1.5,4.3,10.2,10.0,6.6,3.3,2.4,2.7,2.9,2.4
BENTRAI,2016-06-28,1.0,11.5,2.1,1.0,1.2,3.1,10.1,11.5,7.2,4.4,2.0,1.8,2.4,2.6
BENTRAI,2016-06-29,0.9,17.1,1.9,1.0,0.9,1.1,5.2,17.1,7.7,5.9,4.4,2.1,2.4,2.9
