code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
BENTRAI,2015-02-02,6.4,23.1,21.9,20.9,15.1,10.2,8.2,6.4,10.1,17.5,23.1,21.5,18.2,16.8
BENTRAI,2015-02-03,7.3,20.2,17.1,19.6,17.5,12.0,10.7,7.3,7.7,13.6,19.4,20.2,16.7,16.2
BENTRAI,2015-02-04,7.3,22.8,15.5,15.9,16.4,15.5,9.8,7.3,8.7,13.2,22.8,21.3,16.4,15.1
BENTRAI,2015-02-07,7.2,21.5,9.7,13.1,17.0,15.6,11.5,9.5,7.2,7.5,14.9,21.5,18.3,11.9
BENTRAI,2015-02-08,7.1,23.2,7.6,7.1,11.5,11.3,10.2,9.0,7.1,7.5,18.6,23.2,20.8,16.6
BENTRAI,2015-02-09,5.8,21.8,10.2,8.0,13.7,15.7,12.1,9.2,7.2,5.8,17.3,21.1,21.8,18.0
BENTRAI,2015-02-11,3.5,6.7,6.7,3.8,3.5,3.7,4.2,5.0,4.4,3.8,3.5,5.6,6.0,5.7
BENTRAI,2015-02-12,2.7,5.5,5.2,4.5,3.0,2.7,3.2,4.5,4.8,4.3,3.8,4.0,4.5,5.5
BENTRAI,2015-02-13,3.5,5.9,4.3,4.1,3.6,3.5,3.9,4.1,4.3,4.1,4.3,4.6,5.0,5.9
BENTRAI,2015-02-18,11.9,24.0,20.3,23.4,19.9,14.2,12.7,11.9,14.8,21.7,24.0,23.6,19.1,15.5
BENTRAI,2015-02-19,11.9,25.8,18.2,24.4,25.8,18.3,13.7,11.9,13.2,19.2,24.4,25.0,19.6,13.7
BENTRAI,2015-02-20,13.5,25.7,13.5,21.1,25.2,22.5,20.3,15.3,13.5,19.6,23.2,25.7,22.2,16.6
BENTRAI,2015-02-22,7.5,23.7,7.5,11.0,19.0,23.7,19.1,11.3,9.1,9.7,17.7,20.8,17.0,12.1
BENTRAI,2015-02-23,8.6,21.3,8.7,11.1,15.9,18.8,19.6,11.2,9.3,8.6,15.4,18.4,21.3,17.3
BENTRAI,2015-02-24,6.6,18.5,11.7,8.2,10.6,15.7,17.0,12.6,8.1,6.6,9.8,15.3,18.5,16.1
BENTRAI,2015-02-28,6.6,18.5,11.7,8.2,10.6,15.7,17.0,12.6,8.1,6.6,9.8,15.3,18.5,16.1
BENTRAI,2015-03-04,4.3,17.1,12.8,14.3,9.0,7.1,6.2,4.3,8.1,14.0,17.1,15.6,12.4,10.4
BENTRAI,2015-03-05,7.1,17.1,11.5,14.6,14.9,12.0,8.5,7.1,8.6,13.4,17.1,15.3,11.6,8.5
BENTRAI,2015-03-06,7.7,18.4,9.4,14.9,18.4,15.0,10.0,7.7,8.3,12.4,16.1,15.9,12.0,8.2
BENTRAI,2015-03-08,6.6,19.1,9.2,11.9,19.0,19.1,13.1,8.3,6.6,9.9,14.9,18.7,16.2,10.8
BENTRAI,2015-03-09,6.2,20.4,8.1,11.8,15.7,16.7,13.2,8.4,6.2,8.1,15.7,20.4,18.2,11.5
BENTRAI,2015-03-10,7.3,22.5,8.9,12.1,16.3,19.3,17.0,10.8,7.3,8.3,16.0,22.5,19.2,12.9
BENTRAI,2015-03-14,2.1,9.3,7.1,5.4,4.5,2.1,7.5,9.3,8.7,7.9,7.1,6.4,4.6,4.6
BENTRAI,2015-03-15,2.0,14.1,3.6,3.2,2.7,2.0,4.8,13.2,14.1,10.8,8.5,7.5,8.9,7.3
BENTRAI,2015-03-16,3.6,22.2,5.3,4.6,4.2,3.6,3.7,10.5,20.1,22.2,17.7,17.2,14.6,15.3
BENTRAI,2015-03-20,10.2,21.2,14.7,17.2,19.4,16.6,11.8,10.2,12.2,18.1,21.2,19.4,14.8,12.2
BENTRAI,2015-03-21,10.9,22.4,14.0,17.9,20.4,18.7,12.8,10.9,11.1,18.1,22.4,20.9,14.5,12.7
BENTRAI,2015-03-22,10.1,22.8,11.0,17.1,21.5,22.1,14.3,10.4,10.1,15.6,20.3,22.8,17.9,11.7
BENTRAI,2015-03-23,9.6,25.5,9.6,13.6,19.7,25.1,18.6,13.1,11.4,15.5,22.4,25.5,21.5,16.5
BENTRAI,2015-03-27,4.7,19.2,6.0,4.7,7.4,8.7,16.4,19.2,17.5,16.0,14.3,15.6,15.8,11.8
BENTRAI,2015-03-28,4.3,14.4,8.3,5.5,4.3,7.4,5.1,11.6,14.4,12.3,10.8,8.7,7.8,7.9
BENTRAI,2015-03-29,4.3,9.2,6.4,5.7,4.3,7.4,7.8,8.4,9.1,9.2,8.7,7.3,5.9,5.8
BENTRAI,2015-04-03,7.4,19.7,15.1,19.7,16.8,11.3,10.0,7.4,11.6,16.1,17.2,15.4,11.0,9.2
BENTRAI,2015-04-04,9.5,16.2,11.5,14.4,15.6,15.5,11.3,9.5,11.0,15.1,16.2,15.3,11.3,9.5
BENTRAI,2015-04-05,7.6,16.5,7.6,12.1,16.5,14.4,11.5,8.7,9.4,13.6,15.1,14.9,11.9,9.6
BENTRAI,2015-04-07,6.6,15.7,6.6,8.3,14.3,15.1,12.7,9.6,7.4,11.5,14.7,15.7,13.6,10.5
BENTRAI,2015-04-08,7.5,19.4,7.5,8.9,14.7,19.4,16.2,11.9,8.3,10.2,15.2,17.3,13.1,11.3
BENTRAI,2015-04-09,6.5,19.7,7.1,6.5,12.7,19.7,16.8,11.6,8.6,8.2,13.4,15.0,11.8,10.2
BENTRAI,2015-04-11,5.4,17.8,5.6,5.4,6.6,12.1,15.0,17.8,15.0,13.1,13.0,14.0,13.8,11.4
BENTRAI,2015-04-12,3.1,20.0,8.1,4.4,3.1,4.5,12.6,20.0,18.3,16.1,14.2,14.4,14.6,11.2
BENTRAI,2015-04-13,2.0,19.0,7.4,5.2,2.9,2.0,7.4,18.5,19.0,17.6,13.8,13.3,14.0,12.1
BENTRAI,2015-04-18,7.2,21.1,17.2,19.4,18.7,16.4,9.1,8.2,13.3,17.8,21.1,15.1,10.8,7.2
BENTRAI,2015-04-19,7.3,19.4,11.7,16.6,19.4,15.1,9.7,8.6,9.4,15.5,18.2,15.0,10.6,7.3
BENTRAI,2015-04-20,6.2,17.6,6.4,11.7,17.6,17.0,10.0,6.2,6.9,12.0,16.5,14.6,9.8,6.4
BENTRAI,2015-04-21,4.6,16.1,5.2,7.3,12.5,16.1,12.4,7.1,4.6,8.8,14.0,12.6,10.1,7.1
BENTRAI,2015-04-28,1.9,10.9,3.6,3.5,3.0,1.9,3.0,10.4,10.9,8.5,5.6,4.7,3.3,3.6
BENTRAI,2015-04-29,2.1,18.6,4.1,4.5,4.4,3.1,2.1,6.0,18.6,14.2,7.6,6.3,4.3,3.2
BENTRAI,2015-04-30,3.1,18.9,3.1,3.4,4.0,4.7,3.8,7.1,13.4,18.9,9.8,7.3,5.5,3.8
BENTRAI,2015-05-02,6.5,17.8,14.3,17.8,13.1,10.7,8.0,6.5,13.0,14.6,13.9,13.0,11.5,10.2
BENTRAI,2015-05-03,7.8,15.7,7.8,14.1,15.0,12.3,10.2,8.4,13.3,15.7,14.6,12.2,10.6,9.3
BENTRAI,2015-05-04,7.8,15.0,8.7,11.7,13.9,12.5,9.8,7.8,10.3,13.5,15.0,13.3,11.8,10.1
BENTRAI,2015-05-06,5.6,14.3,5.6,8.7,11.9,13.6,11.2,7.8,7.5,9.8,14.3,11.6,8.7,7.2
BENTRAI,2015-05-07,5.0,15.0,5.0,7.5,11.4,15.0,12.4,8.9,6.6,9.0,12.7,10.7,9.6,8.2
BENTRAI,2015-05-08,6.2,13.3,6.4,9.5,12.4,12.2,13.3,10.2,7.9,7.6,11.7,10.4,7.8,6.2
BENTRAI,2015-05-14,3.3,18.4,7.9,6.9,5.5,3.5,3.3,11.2,17.7,18.4,12.8,8.2,7.6,5.6
BENTRAI,2015-05-15,3.5,15.5,12.0,7.9,7.0,5.0,3.5,9.0,13.1,15.5,12.5,9.0,6.9,7.7
BENTRAI,2015-05-16,5.2,15.2,13.7,15.2,10.3,7.2,5.2,8.0,11.6,13.9,12.2,10.2,7.2,9.5
BENTRAI,2015-05-18,3.4,13.4,7.1,11.1,13.4,9.7,5.3,3.4,6.8,12.6,11.7,8.3,5.2,4.2
BENTRAI,2015-05-19,3.8,13.9,4.5,9.8,13.8,13.1,6.4,3.8,4.5,9.7,13.9,7.5,6.6,4.0
BENTRAI,2015-05-20,3.0,13.6,3.2,4.8,11.5,13.6,8.2,5.1,3.1,7.0,9.4,6.2,4.0,3.0
BENTRAI,2015-05-27,2.0,13.1,4.6,3.7,2.9,2.0,7.3,10.5,13.1,7.8,6.9,4.6,4.8,5.3
BENTRAI,2015-05-28,2.9,11.1,4.6,3.6,3.1,3.0,2.9,11.1,10.6,7.9,6.4,5.8,4.7,5.5
BENTRAI,2015-05-29,3.6,9.8,6.2,5.7,4.7,3.9,3.6,6.1,9.8,7.5,6.6,5.9,4.9,4.0
