code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
SONDOC,2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SONDOC,2012-02-02,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.4,0.7,0.6
SONDOC,2012-02-03,0.0,2.7,0.3,0.1,0.0,0.0,0.0,0.0,0.4,1.9,2.5,2.5,2.7,2.5
SONDOC,2012-02-09,0.1,4.0,4.0,4.0,4.0,1.8,0.3,0.1,0.1,0.1,1.075,2.525,1.5,0.8
SONDOC,2012-02-10,0.1,3.425,0.5,0.4,3.425,3.3,1.975,0.1,0.1,0.1,1.225,2.6,1.5,0.3
SONDOC,2012-02-11,0.1,1.5,0.3,0.625,1.2,1.1,1.0,0.5,0.1,0.1,0.8,0.9,1.5,0.5
SONDOC,2012-02-15,0.1,1.075,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.075
SONDOC,2012-02-16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SONDOC,2012-02-17,0.1,1.9,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.9,1.9,1.3,1.0,0.5
SONDOC,2012-02-20,0.1,2.8,1.55,1.1,0.8,0.5,0.1,0.1,0.1,1.075,2.8,2.2,1.0,0.775
SONDOC,2012-02-21,0.1,2.0,1.0,1.65,0.85,0.575,0.725,0.1,0.1,1.0,2.0,1.1,0.9,0.9
SONDOC,2012-02-22,0.1,3.5,1.6,1.8,1.0,1.0,0.4,0.1,0.1,0.4,3.5,3.5,0.9,0.775
SONDOC,2012-03-02,0.1,2.0,0.1,0.11,0.1,0.1,0.1,0.1,0.9,1.1,1.8,1.9,2.0,1.325
SONDOC,2012-03-03,0.1,2.9,0.5,0.1,0.1,0.1,0.1,0.1,2.0,2.9,2.8,2.6,2.4,1.8
SONDOC,2012-03-04,0.1,3.6,0.1,0.4,0.1,0.1,0.1,0.1,1.8,3.6,3.2,2.7,1.0,0.9
SONDOC,2012-03-09,0.2,4.8,1.0,3.9,3.9,3.2,1.0,1.9,0.2,1.9,4.8,4.1,3.1,1.0
SONDOC,2012-03-10,0.3,5.6,3.225,3.2,3.5,3.2,3.1,1.2,0.3,1.1,4.1,5.6,1.8,1.0
SONDOC,2012-03-11,1.2,7.4,1.7,4.3,4.5,5.7,3.6,1.2,1.2,1.9,4.3,7.4,2.7,2.7
SONDOC,2012-03-16,1.1,5.7,2.5,1.4,1.7,1.1,2.4,4.7,5.7,5.675,4.7,3.8,3.675,2.8
SONDOC,2012-03-17,1.5,5.7,1.7,2.9,1.5,1.6,1.675,3.7,4.6,5.7,5.0,3.7,3.325,2.1
SONDOC,2012-03-18,0.3,6.0,1.1,1.1,1.1,0.3,2.1,2.1,3.9,5.75,6.0,3.9,2.1,2.0
SONDOC,2012-03-23,0.8,4.9,1.0,1.1,4.9,2.8,2.0,0.8,0.8,2.8,4.7,4.3,2.4,1.8
SONDOC,2012-03-24,1.0,4.8,1.7,4.4,4.3,3.1,1.9,1.4,1.0,1.9,1.9,3.0,4.8,2.4
SONDOC,2012-03-25,0.9,5.2,1.8,1.4,1.4,4.8,2.4,1.4,0.9,1.9,4.1,5.2,2.2,1.5
SONDOC,2012-03-30,0.6,3.1,0.9,0.9,0.8,1.0,2.3,3.1,2.8,1.925,1.5,1.6,0.6,0.6
SONDOC,2012-03-31,0.5,2.325,0.5,0.5,0.5,1.1,1.6,2.325,2.1,2.0,2.1,1.6,1.2,0.9
SONDOC,2012-04-01,0.1,3.5,0.9,0.6,0.1,1.3,1.9,3.1,3.175,3.5,3.0,2.0,1.6,1.6
SONDOC,2012-04-08,5.4,10.8,5.7,5.8,9.7,10.3,7.6,5.4,8.0,8.5,10.8,10.0,7.5,5.7
SONDOC,2012-04-09,6.6,12.2,6.6,8.4,8.4,11.3,10.3,7.5,8.0,8.5,12.2,12.2,8.3,7.1
SONDOC,2012-04-10,7.1,13.1,7.5,8.5,8.6,11.5,11.3,8.5,7.5,8.5,12.7,13.1,11.8,7.1
SONDOC,2012-04-16,2.4,7.5,4.5,4.7,4.7,2.4,3.8,5.5,6.6,7.5,7.5,3.8,3.7,3.1
SONDOC,2012-04-17,2.875,6.6,4.7,4.7,4.6,3.8,2.875,3.875,5.2,6.6,6.2,4.0,3.8,3.7
SONDOC,2012-04-18,2.9,6.6,4.5,5.9,5.9,3.8,2.9,3.8,5.7,6.6,5.9,4.5,4.2,3.8
SONDOC,2012-04-22,2.1,6.2,2.1,2.1,4.7,5.4,3.8,3.275,3.5,4.4,6.2,4.7,3.4,3.575
SONDOC,2012-04-23,2.775,5.7,2.9,3.5,3.5,5.2,3.7,3.0,3.4,4.3,5.7,4.7,2.9,2.775
SONDOC,2012-04-24,2.3,4.6,2.3,3.1,3.4,4.5,4.0,2.9,3.1,3.4,4.3,4.6,2.9,2.5
SONDOC,2012-04-29,0.4,3.6,0.7,0.6,0.5,0.4,2.9,3.6,2.9,2.4,1.8,1.2,1.1,2.325
SONDOC,2012-04-30,0.5,4.6,1.1,0.5,0.7,0.8,1.8,3.7,4.6,4.6,1.6,1.4,1.175,0.95
SONDOC,2012-05-01,0.9,6.25,1.1,0.9,0.9,1.0,1.8,3.375,5.575,6.25,4.025,2.4,2.075,2.2
SONDOC,2012-05-07,3.525,6.625,5.6,5.125,5.475,6.625,4.975,3.525,3.8,5.325,6.55,6.575,4.25,4.1
SONDOC,2012-05-08,2.15,6.9,2.15,5.125,5.5,6.8,6.9,4.3,4.1,4.9,6.525,4.6,4.025,3.9
SONDOC,2012-05-09,3.7,7.225,3.9,3.7,3.8,5.1,7.225,4.55,3.85,4.7,5.5,,4.05,3.975
