code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
BINHDAI,2012-04-30,3.25,16.75,5.125,4.675,3.25,5.725,10.375,16.75,16.3,15.81,13.175,11.625,10.65,9.0
BINHDAI,2012-05-01,4.2,21.275,6.8,5.175,4.2,4.725,7.7,17.725,21.275,18.225,15.275,12.875,11.375,12.175
BINHDAI,2012-05-07,7.95,19.275,10.05,15.125,19.2,16.725,13.625,11.625,14.625,19.275,16.45,15.65,11.525,7.95
BINHDAI,2012-05-08,6.6,22.275,6.6,10.5,16.375,18.525,15.25,12.2,12.6,19.025,22.275,14.7,11.925,7.375
BINHDAI,2012-05-09,5.225,19.975,5.225,9.675,14.05,18.9,16.9,13.625,12.7,15.1,19.975,15.15,12.475,7.725
BINHDAI,2012-05-15,4.7,20.575,10.725,8.475,6.275,4.7,12.075,17.725,20.575,14.925,14.65,10.9,10.075,11.75
BINHDAI,2012-05-16,7.775,19.0,13.275,11.775,8.7,7.775,9.3,14.7,19.0,17.075,15.325,12.35,9.125,9.9
BINHDAI,2012-05-17,7.85,18.3,14.4,14.275,12.275,11.75,10.9,14.9,18.3,18.3,15.2,11.5,7.85,9.625
BINHDAI,2012-05-22,5.975,16.95,5.975,11.15,14.7,15.675,12.275,10.5,15.675,16.95,12.725,9.525,7.8,6.125
BINHDAI,2012-05-23,5.475,16.05,5.475,7.375,13.85,16.05,13.225,11.275,13.775,16.025,12.0,9.925,8.975,6.325
BINHDAI,2012-05-24,5.125,16.05,5.125,7.8,13.6,16.05,14.825,12.0,12.975,14.8,15.075,13.15,10.15,8.65
BINHDAI,2012-05-29,3.875,17.5,4.6,4.125,3.875,8.5,15.525,17.5,12.6,10.775,9.425,6.65,7.425,7.5
BINHDAI,2012-05-30,5.275,17.85,6.825,6.125,5.275,7.025,14.45,17.85,16.825,14.2,11.825,6.95,10.425,12.525
BINHDAI,2012-05-31,5.025,15.95,8.95,7.525,5.025,5.95,11.625,15.95,15.6,14.725,13.325,9.975,7.575,8.575
BINHDAI,2012-06-05,3.4,19.3,6.1,11.525,15.175,14.1,11.075,10.925,15.625,19.3,15.8,11.6,8.0,3.4
BINHDAI,2012-06-06,2.775,18.3,2.775,8.7,14.375,16.425,12.65,10.75,14.45,18.3,17.35,14.975,9.075,5.925
BINHDAI,2012-06-07,3.275,21.125,3.275,7.325,13.65,15.875,13.75,11.05,13.775,18.25,21.125,18.45,14.05,10.075
BINHDAI,2012-06-12,1.525,13.075,2.475,1.925,1.525,3.3,9.1,13.075,9.775,6.275,3.35,2.075,5.45,3.225
BINHDAI,2012-06-13,1.825,17.025,3.8,2.625,1.825,4.575,13.675,17.025,12.65,8.625,5.25,3.85,5.35,7.275
BINHDAI,2012-06-14,3.05,15.925,5.35,4.025,3.05,3.85,11.625,15.925,9.475,7.65,6.1,4.125,3.8,5.45
BINHDAI,2012-06-23,1.075,12.775,1.075,3.05,6.75,12.775,10.35,7.225,9.85,11.925,11.375,8.625,6.55,3.975
BINHDAI,2012-06-24,1.25,10.775,1.25,3.5,7.875,10.65,10.775,6.9,3.575,4.375,9.725,7.45,4.575,2.125
BINHDAI,2012-06-25,0.3,12.05,0.6,0.3,5.325,10.4,12.05,7.3,3.2,2.8,4.45,3.05,2.5,1.4
BINHDAI,2012-06-27,0.8,14.0,1.325,0.8,3.075,6.475,14.0,10.325,6.85,3.75,2.725,2.825,7.775,3.825
BINHDAI,2012-06-28,2.1,13.35,3.025,2.175,2.1,4.45,10.45,13.35,11.5,7.7,3.425,2.2,4.05,6.675
BINHDAI,2012-06-29,1.425,16.75,5.925,4.025,3.225,5.65,14.725,16.75,14.325,8.6,4.075,1.425,2.95,7.0
