code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
SONDOC,2016-01-02,2.7,6.9,5.9,5.6,5.4,4.2,3.2,4.4,4.2,3.7,2.7,3.8,6.1,6.9
SONDOC,2016-01-03,3.7,6.7,6.5,6.2,5.2,4.5,3.8,3.8,3.9,3.9,3.7,3.9,5.3,6.7
SONDOC,2016-01-04,5.3,7.1,6.5,6.4,6.1,5.9,5.8,5.5,5.5,5.9,5.3,5.3,5.5,7.1
SONDOC,2016-01-09,6.8,12.4,10.9,11.1,10.8,9.6,7.3,6.8,7.1,9.6,12.1,12.4,9.7,9.2
SONDOC,2016-01-10,6.2,11.6,9.6,11.3,11.6,10.2,7.4,6.2,6.3,9.1,9.7,10.2,9.8,7.8
SONDOC,2016-01-11,5.5,10.0,8.5,9.5,10.0,9.9,7.7,6.6,5.5,6.1,9.4,9.9,8.1,8.0
SONDOC,2016-01-12,5.2,11.1,7.5,10.3,11.1,9.5,7.7,6.1,5.2,5.3,8.3,10.1,10.3,10.2
SONDOC,2016-01-18,4.0,8.2,7.4,6.2,5.4,4.5,6.3,6.8,5.9,5.2,4.1,4.0,7.0,8.2
SONDOC,2016-01-19,4.6,7.5,7.3,6.7,5.4,4.7,4.6,5.4,7.5,7.1,5.9,5.4,5.3,7.4
SONDOC,2016-01-20,4.0,10.1,10.1,9.1,6.3,5.3,4.0,4.2,5.2,8.4,7.3,6.3,5.6,9.5
SONDOC,2016-01-23,3.8,10.5,8.4,9.0,7.5,6.7,4.2,3.8,4.1,7.2,8.2,10.5,8.5,7.5
SONDOC,2016-01-24,4.4,13.6,9.7,13.0,13.6,10.9,6.5,4.4,4.6,7.4,11.2,13.6,12.6,9.4
SONDOC,2016-01-25,6.8,15.7,8.5,12.1,14.9,14.8,10.1,7.4,6.8,8.2,10.2,15.7,14.1,13.6
SONDOC,2016-01-28,8.3,14.6,13.3,12.3,13.2,13.7,13.5,11.2,8.3,9.0,11.4,9.2,14.6,12.8
SONDOC,2016-01-29,8.1,14.5,9.6,8.8,11.1,11.3,11.5,10.5,9.2,8.1,10.1,13.4,14.5,13.6
SONDOC,2016-01-30,7.7,13.7,10.0,8.1,10.2,11.3,12.1,10.2,8.9,7.7,9.2,11.3,13.7,12.6
SONDOC,2016-02-01,6.1,11.3,10.8,10.9,7.8,8.1,8.2,8.4,8.2,6.1,6.9,8.1,9.9,11.3
SONDOC,2016-02-02,6.2,13.6,12.6,10.3,8.5,9.4,6.2,7.0,7.4,7.1,7.4,7.0,9.1,13.6
SONDOC,2016-02-03,6.9,15.2,12.3,10.2,8.4,7.8,6.9,7.6,7.5,8.1,8.7,9.9,12.9,15.2
SONDOC,2016-02-08,13.4,27.4,13.5,17.1,20.2,21.1,14.5,13.4,13.9,17.6,18.3,20.5,24.9,27.4
SONDOC,2016-02-09,11.3,19.4,16.3,17.8,15.7,16.4,14.2,12.9,11.3,11.9,18.6,19.4,17.6,18.9
SONDOC,2016-02-10,11.9,20.9,13.3,18.9,19.5,20.9,17.6,14.3,11.9,15.1,17.7,19.4,17.2,20.1
SONDOC,2016-02-11,11.4,20.9,17.8,20.9,19.1,20.3,16.7,12.9,11.4,12.9,18.2,12.8,16.7,15.3
SONDOC,2016-02-16,7.9,14.9,11.3,10.1,7.9,8.0,11.4,12.2,11.2,10.1,9.3,10.2,14.0,14.9
SONDOC,2016-02-17,8.5,15.1,15.0,14.6,11.0,8.5,9.9,12.1,11.6,13.1,11.0,11.5,13.2,15.1
SONDOC,2016-02-18,9.4,18.0,15.5,15.3,11.3,10.3,9.4,10.8,13.2,16.6,16.2,15.6,14.3,18.0
SONDOC,2016-02-21,11.3,18.8,17.7,18.8,17.8,15.6,12.8,13.0,11.3,16.2,18.4,16.7,14.7,13.8
SONDOC,2016-02-22,10.8,17.1,16.4,17.1,16.9,16.3,13.2,10.8,11.1,14.7,16.5,16.3,14.4,12.6
SONDOC,2016-02-23,10.1,17.4,12.8,13.2,17.4,15.5,12.3,10.1,10.1,13.9,16.1,16.7,15.4,13.4
SONDOC,2016-02-26,13.3,20.0,15.6,13.3,17.6,18.8,17.2,15.2,14.3,14.6,16.7,20.0,19.1,15.7
SONDOC,2016-02-27,13.5,21.1,14.6,13.5,18.0,19.7,18.8,16.2,15.7,18.1,21.1,18.2,17.4,15.6
SONDOC,2016-02-28,14.3,20.7,14.3,17.2,20.0,20.7,,,,,,,,
SONDOC,2016-03-02,12.3,18.3,18.3,13.6,12.3,12.6,13.5,14.3,15.2,14.3,14.2,16.2,16.7,16.6
SONDOC,2016-03-03,8.8,16.3,16.3,13.5,11.6,8.8,11.9,13.1,15.6,15.7,13.7,14.5,16.1,15.3
SONDOC,2016-03-04,12.3,20.4,15.1,13.6,12.5,12.3,12.5,16.2,18.4,20.4,18.7,18.2,18.9,19.0
SONDOC,2016-03-08,14.3,21.4,19.6,21.4,19.8,18.9,14.7,14.3,15.6,17.9,19.6,19.4,17.7,16.7
SONDOC,2016-03-09,14.2,20.1,17.2,17.3,18.3,19.9,15.1,14.2,14.9,16.8,20.1,19.8,18.1,14.2
SONDOC,2016-03-10,13.2,21.6,15.1,17.8,21.6,21.4,15.7,15.3,13.2,15.9,19.7,20.6,19.7,15.0
SONDOC,2016-03-11,10.4,21.2,16.0,15.7,21.2,21.1,14.2,12.5,10.4,11.9,13.8,15.0,13.2,12.7
SONDOC,2016-03-16,14.2,19.6,18.2,17.1,14.3,14.2,17.7,19.6,19.5,17.2,17.1,17.2,17.7,18.2
SONDOC,2016-03-17,12.3,18.5,17.2,15.6,13.9,12.3,13.8,16.9,18.5,18.0,17.2,16.1,16.5,16.7
SONDOC,2016-03-18,10.3,18.7,16.0,15.3,12.3,11.2,10.3,14.5,17.5,18.7,18.1,15.9,15.4,16.5
SONDOC,2016-03-22,12.0,18.1,15.5,16.8,18.1,16.2,13.4,12.0,13.4,14.8,17.0,16.7,14.4,12.6
SONDOC,2016-03-23,11.6,17.0,12.9,16.2,17.0,16.2,13.0,11.6,12.2,15.2,16.7,15.7,13.4,11.8
SONDOC,2016-03-24,11.6,17.2,13.2,15.6,17.2,17.0,14.2,12.2,11.6,13.1,15.0,16.2,14.3,12.4
SONDOC,2016-03-26,13.6,20.0,13.6,14.9,16.5,19.6,18.7,16.3,14.9,15.5,18.3,20.0,19.9,18.3
