code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
SONDOC,2016-03-27,14.9,22.8,14.9,15.9,19.2,20.4,20.7,18.8,17.2,19.8,21.5,22.8,19.3,15.8
SONDOC,2016-03-28,13.6,26.1,13.6,15.8,20.9,22.8,23.7,22.2,19.6,19.8,22.3,26.1,24.3,20.9
SONDOC,2016-04-01,14.4,20.9,20.4,16.8,14.5,14.4,18.6,20.3,20.9,20.5,19.4,19.2,18.7,18.2
SONDOC,2016-04-02,13.1,20.2,17.3,16.7,13.5,13.1,13.2,17.5,20.2,19.8,18.8,18.1,17.2,16.7
SONDOC,2016-04-03,11.9,19.4,16.1,13.9,12.9,11.9,15.7,16.2,18.5,19.4,18.4,17.2,15.6,14.1
SONDOC,2016-04-06,13.5,18.7,15.3,18.3,17.6,18.5,18.1,13.5,15.4,17.3,18.7,15.0,13.8,13.6
SONDOC,2016-04-07,12.6,21.8,14.9,17.5,18.6,17.4,14.0,12.6,13.8,16.2,18.5,21.8,16.9,12.6
SONDOC,2016-04-08,12.3,18.8,13.3,17.6,18.1,18.8,14.9,13.4,12.8,15.4,17.9,18.0,14.8,12.3
SONDOC,2016-04-09,13.3,18.5,14.6,16.7,16.8,18.5,16.7,14.8,13.3,14.9,16.9,18.0,16.2,16.3
SONDOC,2016-04-15,4.5,12.7,6.1,7.9,4.5,4.5,9.7,11.3,10.9,12.7,11.3,9.8,9.1,9.0
SONDOC,2016-04-16,5.8,16.2,6.0,6.8,5.9,5.8,7.3,10.0,11.0,16.2,11.6,9.9,8.7,8.0
SONDOC,2016-04-17,5.6,12.9,7.9,9.1,7.0,6.4,5.6,9.1,11.1,12.9,11.2,9.4,8.8,8.5
SONDOC,2016-04-23,7.1,12.3,7.2,9.6,11.1,12.3,9.8,8.6,9.0,10.5,12.2,12.2,9.3,7.1
SONDOC,2016-04-24,6.6,12.8,6.6,9.5,10.2,11.5,11.3,8.8,8.7,10.5,12.8,11.0,9.9,7.4
SONDOC,2016-04-25,6.3,12.0,6.3,7.0,9.8,10.8,10.4,9.4,7.2,9.0,11.6,12.0,9.6,6.3
SONDOC,2016-04-28,4.9,8.7,5.5,4.9,6.4,7.1,8.7,8.7,7.8,6.7,8.0,8.5,8.0,6.9
SONDOC,2016-04-29,4.5,9.3,5.4,4.5,4.8,6.1,8.2,9.3,8.1,7.4,6.9,7.6,7.2,7.2
SONDOC,2016-04-30,4.0,9.3,7.3,4.4,4.0,4.6,7.0,9.3,9.2,8.1,7.2,6.5,6.5,6.3
SONDOC,2016-05-06,5.8,13.2,7.9,11.3,11.8,10.0,8.1,6.4,9.4,12.7,13.2,6.5,6.4,5.8
SONDOC,2016-05-07,5.9,14.1,5.9,10.0,12.7,13.0,8.4,7.2,8.5,14.1,11.9,8.7,8.1,6.6
SONDOC,2016-05-08,5.8,13.9,5.9,8.7,10.7,12.2,10.2,8.0,7.0,10.2,13.9,12.2,9.1,5.8
SONDOC,2016-05-09,6.7,13.5,6.8,6.7,9.7,10.8,11.3,9.2,9.2,12.1,13.0,13.5,10.7,8.0
SONDOC,2016-05-14,4.2,10.3,5.4,4.9,4.2,4.3,8.9,10.1,10.3,9.5,7.2,6.7,6.6,6.1
SONDOC,2016-05-15,4.6,12.0,5.7,4.9,4.6,4.7,7.6,10.1,12.0,9.4,8.0,6.7,6.3,5.8
SONDOC,2016-05-16,5.0,11.7,6.4,5.3,5.0,5.0,5.2,7.9,11.7,10.3,8.1,7.2,6.2,6.3
SONDOC,2016-05-20,4.6,9.0,8.2,7.9,9.0,8.1,5.8,5.3,6.4,8.3,8.9,5.7,5.4,4.6
SONDOC,2016-05-21,4.4,9.8,6.3,6.5,8.8,8.9,6.3,5.5,7.2,8.5,9.8,7.1,5.5,4.4
SONDOC,2016-05-22,4.6,8.4,4.6,5.3,7.8,8.4,5.2,5.0,6.0,5.4,7.1,5.0,4.8,7.2
SONDOC,2016-05-24,2.7,6.0,2.7,3.4,5.9,6.0,4.6,3.9,3.9,5.7,5.9,5.4,4.2,4.1
SONDOC,2016-05-25,2.0,5.4,4.2,2.0,5.4,4.4,5.3,4.0,4.0,4.0,3.2,3.3,3.6,4.0
SONDOC,2016-05-26,1.6,5.9,3.2,1.6,4.0,3.8,5.9,4.8,3.0,3.8,3.6,3.5,3.7,3.6
SONDOC,2016-05-29,0.7,7.0,2.1,0.7,0.8,1.3,5.9,7.0,5.3,4.6,2.3,2.5,2.6,4.1
SONDOC,2016-05-30,0.9,7.5,3.9,1.1,0.9,1.0,6.1,7.5,6.6,3.6,2.7,3.1,2.5,1.4
SONDOC,2016-05-31,1.1,7.6,1.1,2.1,1.3,1.4,5.4,7.3,7.6,6.4,4.8,3.5,3.4,3.8
SONDOC,2016-06-04,1.1,5.7,2.4,3.3,5.5,5.1,1.7,1.1,3.6,5.7,4.8,2.3,4.0,1.2
SONDOC,2016-06-05,1.3,5.9,1.6,2.5,4.0,3.2,2.2,1.3,4.7,1.9,5.9,3.4,3.3,1.4
SONDOC,2016-06-06,1.0,4.6,1.6,1.6,3.8,3.9,3.0,1.5,2.0,4.6,4.5,1.7,1.1,1.0
SONDOC,2016-06-08,0.4,4.5,0.4,0.4,1.3,3.6,4.5,2.1,1.3,1.6,2.6,2.9,2.2,1.6
SONDOC,2016-06-09,0.3,3.5,0.5,0.3,0.6,0.8,3.2,3.5,1.6,1.0,0.9,0.9,1.3,1.2
SONDOC,2016-06-10,0.3,3.5,0.8,0.6,0.3,0.6,3.2,3.5,1.6,1.0,0.9,0.9,1.3,1.2
SONDOC,2016-06-13,0.3,4.2,0.8,0.7,0.3,0.4,2.9,3.9,4.2,3.9,2.6,1.5,1.2,0.5
SONDOC,2016-06-14,1.0,3.5,1.0,1.3,1.0,1.0,2.2,3.0,3.5,3.0,2.5,1.7,1.9,2.4
SONDOC,2016-06-15,1.1,3.4,1.8,2.3,1.8,1.7,1.1,2.1,2.9,2.6,3.4,3.1,1.2,3.2
SONDOC,2016-06-22,0.5,3.9,0.5,0.6,1.7,3.9,3.2,1.9,1.4,1.9,3.1,2.4,1.1,2.6
SONDOC,2016-06-23,0.4,3.4,1.3,0.4,1.5,2.3,3.4,1.7,1.1,1.3,2.1,2.0,1.9,2.1
SONDOC,2016-06-24,0.2,3.1,2.0,0.2,0.8,1.8,3.1,2.1,0.8,0.6,1.2,1.3,1.3,1.3
SONDOC,2016-06-27,0.1,1.2,0.2,0.1,0.1,0.1,0.9,1.2,0.4,0.2,0.1,0.1,0.1,0.7
SONDOC,2016-06-28,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.2,0.1,0.9,0.2
SONDOC,2016-06-29,0.1,1.0,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.0,0.1,0.1,1.0,0.1
