code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
ANTHUAN,2015-03-09,11.6,21.7,11.6,16.0,21.5,19.7,18.0,14.3,12.1,15.8,21.7,21.0,19.1,15.0
ANTHUAN,2015-03-10,10.8,25.1,10.8,16.1,21.8,23.0,21.2,17.7,13.1,18.3,23.2,25.1,22.2,16.2
ANTHUAN,2015-03-14,9.5,20.9,10.7,9.5,11.7,16.5,19.2,20.9,20.3,19.2,19.4,19.8,19.4,16.8
ANTHUAN,2015-03-15,6.6,20.5,12.1,8.4,6.6,10.7,16.2,20.5,20.1,19.3,18.0,19.4,16.8,15.5
ANTHUAN,2015-03-16,6.3,21.0,12.8,10.1,7.6,6.3,9.8,16.3,19.9,21.0,17.2,15.5,16.6,18.8
ANTHUAN,2015-03-20,11.3,20.9,19.8,20.9,17.1,15.9,13.7,11.3,14.2,20.3,20.9,17.1,15.0,13.4
ANTHUAN,2015-03-21,12.0,22.7,16.5,21.3,20.4,18.6,16.3,12.0,14.5,20.2,22.7,18.5,15.3,12.6
ANTHUAN,2015-03-22,15.3,23.3,15.3,19.7,22.8,20.0,17.7,16.4,15.6,19.6,23.3,18.9,18.3,16.6
ANTHUAN,2015-03-23,14.5,24.9,14.5,20.1,24.7,23.9,19.8,19.0,15.8,19.5,24.9,23.1,20.1,17.9
ANTHUAN,2015-03-27,15.3,28.6,20.0,15.3,18.7,22.1,27.4,28.2,26.9,26.6,27.2,28.6,28.4,24.4
ANTHUAN,2015-03-28,15.3,29.2,18.8,15.3,16.7,20.4,24.7,29.1,29.2,27.6,27.3,27.7,27.9,24.5
ANTHUAN,2015-03-29,11.8,28.4,18.5,13.6,11.8,14.6,21.8,26.3,28.4,27.7,26.6,25.5,25.2,25.3
ANTHUAN,2015-04-03,13.0,21.8,20.2,21.8,19.8,17.6,14.9,13.0,16.9,21.5,20.7,16.9,14.9,13.9
ANTHUAN,2015-04-04,13.0,20.9,17.6,20.3,18.9,16.9,14.7,13.8,15.0,20.9,20.5,17.3,14.9,13.0
ANTHUAN,2015-04-05,12.9,21.4,14.6,18.8,20.8,18.7,16.0,13.2,14.8,18.9,21.4,18.2,14.8,12.9
ANTHUAN,2015-04-07,10.8,20.5,10.8,15.1,19.2,19.2,15.3,12.7,14.0,17.0,20.5,16.8,15.0,12.5
ANTHUAN,2015-04-08,10.9,22.2,10.9,15.7,20.5,22.0,17.9,15.9,15.2,18.2,22.2,21.5,16.7,13.2
ANTHUAN,2015-04-09,11.1,23.9,11.1,16.1,20.5,23.9,19.5,18.3,16.2,20.1,23.1,13.0,18.3,13.9
ANTHUAN,2015-04-11,10.5,23.2,11.5,10.5,16.5,19.3,23.2,21.1,19.3,19.9,21.0,22.6,18.5,15.4
ANTHUAN,2015-04-12,9.7,23.4,10.2,9.7,12.2,16.6,21.0,23.4,21.4,19.8,20.7,20.5,20.2,17.6
ANTHUAN,2015-04-13,8.4,22.4,13.4,9.4,8.4,12.4,17.2,21.5,22.4,21.4,21.3,20.4,21.3,21.7
ANTHUAN,2015-04-18,12.5,23.7,20.4,22.9,20.4,17.1,14.6,13.8,19.4,23.7,18.4,17.9,14.9,12.5
ANTHUAN,2015-04-19,10.8,22.1,17.6,21.7,21.4,17.4,14.8,12.5,16.2,22.1,18.4,17.3,13.8,10.8
ANTHUAN,2015-04-20,12.0,21.9,14.9,20.7,21.9,16.2,15.3,12.6,15.2,21.0,21.6,16.0,14.4,12.0
ANTHUAN,2015-04-21,10.1,20.0,10.1,15.6,19.2,19.1,15.5,12.3,14.2,17.5,20.0,16.2,14.5,11.8
ANTHUAN,2015-04-28,6.3,20.1,12.3,8.5,6.3,7.6,10.4,15.5,20.1,16.9,15.8,14.0,13.6,12.9
ANTHUAN,2015-04-29,8.0,18.6,11.9,10.5,8.0,9.5,10.5,11.7,18.0,18.6,12.9,12.1,13.8,15.2
ANTHUAN,2015-04-30,9.3,19.9,16.1,14.4,11.5,9.3,11.0,14.5,18.8,19.9,16.4,13.3,11.9,13.5
ANTHUAN,2015-05-02,10.2,18.6,16.7,17.9,14.0,13.6,10.2,13.5,17.5,18.6,14.9,12.9,10.9,10.3
ANTHUAN,2015-05-03,8.7,18.3,14.7,16.8,14.8,12.8,10.6,11.8,15.6,18.3,14.9,12.0,9.9,8.7
ANTHUAN,2015-05-04,7.7,17.0,13.6,15.3,15.4,12.6,10.1,10.6,13.8,17.0,16.3,12.3,9.0,7.7
ANTHUAN,2015-05-06,7.6,17.5,7.6,11.6,15.6,17.0,12.3,10.0,12.5,15.2,17.5,12.6,11.3,9.2
ANTHUAN,2015-05-07,6.9,18.9,6.9,11.2,14.9,16.5,12.7,10.9,12.7,14.7,18.9,14.7,11.4,7.8
ANTHUAN,2015-05-08,6.2,16.4,6.2,8.7,12.1,16.3,15.1,12.6,11.0,12.6,16.4,12.6,11.6,9.0
ANTHUAN,2015-05-14,6.2,18.3,14.1,11.1,8.7,6.2,10.0,16.0,18.3,13.4,11.6,10.4,10.6,12.9
ANTHUAN,2015-05-15,8.2,18.2,16.3,13.7,11.0,9.1,10.1,13.0,18.2,16.8,13.5,10.4,8.2,10.1
ANTHUAN,2015-05-16,6.6,17.2,14.2,13.6,13.0,10.7,8.3,10.1,17.2,15.6,12.9,10.3,8.2,6.6
ANTHUAN,2015-05-18,5.5,17.1,11.8,14.8,15.8,11.5,8.7,7.4,14.5,17.1,14.1,9.6,7.3,5.5
ANTHUAN,2015-05-19,5.9,15.9,7.3,11.2,15.9,11.6,9.0,7.4,11.5,15.3,15.2,11.5,8.6,5.9
ANTHUAN,2015-05-20,5.0,16.7,5.0,9.9,14.0,13.9,10.8,8.1,10.0,14.7,16.7,13.2,8.6,6.2
ANTHUAN,2015-05-27,5.1,17.0,9.6,7.1,5.1,7.8,14.1,17.0,15.4,12.5,12.1,11.7,11.6,10.8
ANTHUAN,2015-05-28,6.6,19.6,8.2,7.1,6.6,6.8,14.2,17.9,19.6,15.2,12.4,11.3,12.0,13.7
ANTHUAN,2015-05-29,10.3,19.3,15.5,12.9,10.9,10.3,13.7,16.8,19.3,14.7,13.2,12.3,11.7,14.5
