code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
BENTRAI,2012-03-18,3.15,18.25,10.125,7.475,6.05,4.075,3.15,5.575,11.975,18.25,17.65,15.775,14.475,14.975
BENTRAI,2012-03-23,7.15,15.125,8.525,11.15,15.125,14.475,10.15,7.15,7.675,11.225,15.025,13.75,9.65,7.475
BENTRAI,2012-03-24,6.45,15.4,6.675,9.4,13.75,13.975,9.475,6.45,6.6,11.65,15.25,15.4,10.3,8.425
BENTRAI,2012-03-25,5.625,16.2,5.975,8.7,14.725,15.275,12.55,7.7,5.625,9.525,15.0,16.2,14.05,8.9
BENTRAI,2012-03-30,2.875,13.55,5.925,2.875,5.25,6.325,12.025,13.55,6.375,6.25,8.15,8.875,11.3,8.15
BENTRAI,2012-03-31,2.575,12.9825,5.9,4.5,2.575,3.275,6.15,12.9825,9.35,6.0,6.725,7.125,5.1,4.275
BENTRAI,2012-04-01,3.1,11.825,7.025,4.85,4.0,3.1,4.825,8.525,11.825,8.375,7.125,6.675,5.925,5.425
BENTRAI,2012-04-08,9.95,23.45,9.95,19.55,22.925,23.45,17.1,12.55,13.675,22.05,22.875,21.85,17.05,12.375
BENTRAI,2012-04-09,10.425,27.25,10.425,19.375,27.05,27.25,22.65,16.2,13.975,17.675,23.725,24.875,18.25,12.55
BENTRAI,2012-04-10,10.775,27.325,10.775,12.025,20.05,27.325,25.975,17.95,14.125,15.45,20.5,24.625,17.475,13.95
BENTRAI,2012-04-16,2.625,17.85,8.625,6.875,5.075,2.625,3.45,9.475,15.475,17.85,15.5,10.5,8.525,10.05
BENTRAI,2012-04-17,3.075,18.2,9.55,7.525,6.35,4.425,3.075,5.225,12.125,18.2,15.3,11.55,8.55,9.1
BENTRAI,2012-04-18,4.825,15.325,9.725,11.125,8.875,7.075,4.825,7.125,12.275,15.325,14.575,12.0,8.2,6.475
BENTRAI,2012-04-22,4.475,13.975,5.925,8.175,13.5,12.525,8.425,5.225,6.025,10.8,13.975,9.675,5.725,4.475
BENTRAI,2012-04-23,3.975,14.975,3.975,7.575,11.15,14.375,10.25,6.95,6.125,9.275,14.975,10.225,6.575,4.75
BENTRAI,2012-04-24,3.675,15.275,3.675,6.1,11.15,15.275,11.85,7.825,7.05,7.825,11.3,8.65,5.525,4.1
BENTRAI,2012-04-29,1.9,16.575,3.575,2.4,1.9,3.975,9.475,16.325,16.575,11.525,8.35,7.275,5.425,4.975
BENTRAI,2012-04-30,1.6,19.7,4.2,2.975,1.6,3.525,8.125,17.05,19.7,12.275,7.975,5.025,3.575,3.75
BENTRAI,2012-05-01,1.575,21.25,4.075,4.675,2.575,1.575,5.625,11.775,21.25,18.025,14.275,9.725,4.95,5.525
BENTRAI,2012-05-07,5.1,19.525,7.75,14.375,19.325,19.525,13.95,8.6,11.45,16.85,19.3,11.875,8.125,5.1
BENTRAI,2012-05-08,4.625,20.7,4.625,8.675,17.05,20.7,14.675,11.85,10.1,14.725,17.275,11.4,9.6,8.15
BENTRAI,2012-05-09,6.85,19.125,7.15,7.0,16.3,19.125,17.55,13.175,10.3,12.825,12.175,9.55,8.625,6.85
BENTRAI,2012-05-15,2.325,16.65,4.575,5.475,4.525,2.325,7.125,16.65,13.375,11.1,8.625,6.1,3.625,3.325
BENTRAI,2012-05-16,3.4,21.125,3.4,4.425,5.525,4.375,3.8,9.175,21.125,15.225,8.85,6.225,4.325,3.675
BENTRAI,2012-05-17,2.0,14.675,4.35,5.275,6.05,5.175,4.275,7.35,14.675,11.025,8.175,6.0,3.225,2.0
BENTRAI,2012-05-22,5.3,14.525,5.375,9.325,13.525,14.525,10.475,9.25,9.075,9.7,8.55,7.55,6.525,5.3
BENTRAI,2012-05-23,4.7,14.25,4.775,6.075,11.825,14.25,11.675,9.4,8.45,8.2,8.475,7.4,5.6,4.7
BENTRAI,2012-05-24,4.0,14.05,4.0,6.95,11.425,14.05,13.725,10.2,9.15,9.5,9.625,7.125,5.2,4.075
BENTRAI,2012-05-29,2.075,18.45,3.175,2.775,2.075,4.225,10.425,18.45,12.3,9.625,7.4,4.875,4.525,4.0
BENTRAI,2012-05-30,1.6,18.1,3.45,2.875,2.0,1.6,5.95,18.1,12.775,8.45,7.15,4.275,3.5,2.875
BENTRAI,2012-05-31,1.975,17.525,4.025,4.65,4.325,1.975,5.375,17.525,14.975,10.05,7.825,5.725,4.775,4.075
BENTRAI,2012-06-05,3.275,15.025,3.275,9.325,13.725,15.025,9.325,6.725,7.725,10.6,8.575,7.075,5.725,4.125
BENTRAI,2012-06-06,2.5,16.775,2.5,6.625,12.725,16.775,13.05,8.675,4.975,8.175,6.925,6.475,5.825,5.1
BENTRAI,2012-06-07,2.975,14.375,2.975,4.525,11.275,14.375,13.5,8.025,6.95,7.0,8.8,5.825,4.775,4.45
BENTRAI,2012-06-12,0.275,4.425,0.825,0.6,0.275,0.675,3.675,4.425,3.725,3.25,1.775,1.3,1.2,1.1
BENTRAI,2012-06-13,0.5,4.275,1.2,0.9,0.6,0.5,1.4,2.9,4.275,3.575,2.85,2.0,1.7,1.5
BENTRAI,2012-06-14,0.5,1.3,1.3,1.2,1.1,0.9,1.1,1.1,1.1,0.8,0.8,0.8,0.5,0.5
BENTRAI,2012-06-23,2.075,11.025,2.075,2.625,6.85,11.025,10.35,6.0,4.075,3.425,3.3,2.225,2.975,2.575
BENTRAI,2012-06-24,0.975,8.6,1.175,2.5,4.0,8.6,7.825,4.975,2.55,1.2,1.075,0.975,1.925,1.375
BENTRAI,2012-06-25,0.3,7.075,1.075,0.3,1.725,4.7,7.075,3.875,2.4,1.425,1.0,0.775,1.0,1.0
BENTRAI,2012-06-27,0.4,9.1,1.0,0.6,0.4,1.275,9.1,6.1,4.025,1.875,1.575,1.0,0.8,0.7
BENTRAI,2012-06-28,0.6,4.55,0.7,0.6,0.6,0.825,4.55,4.45,2.7,2.6,2.1,1.3,1.0,1.3
BENTRAI,2012-06-29,0.4,3.1,1.625,1.0,0.6,0.4,1.275,3.1,2.9,2.175,1.9,1.3,2.21,2.975
