code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
BENTRAI,2014-02-01,1.9,16.5,10.2,11.4,14.2,8.4,5.7,2.8,1.9,5.5,11.8,16.5,8.9,6.0
BENTRAI,2014-02-02,2.6,18.6,7.5,13.7,18.6,9.8,5.9,3.3,2.6,4.7,10.9,16.5,10.7,7.3
BENTRAI,2014-02-03,1.9,13.3,5.7,11.8,12.8,13.3,5.5,4.2,2.7,1.9,6.8,12.0,9.7,6.7
BENTRAI,2014-02-09,1.2,4.4,2.0,1.6,1.2,2.1,1.4,2.0,4.4,2.8,2.7,2.6,2.7,2.8
BENTRAI,2014-02-10,1.4,11.5,2.5,2.0,1.4,2.8,4.8,3.4,6.4,11.5,10.4,8.5,7.9,8.1
BENTRAI,2014-02-11,3.3,19.2,8.5,7.1,6.2,4.1,3.3,5.5,8.7,15.8,19.2,13.4,11.2,12.5
BENTRAI,2014-02-15,6.1,15.8,9.5,13.0,13.4,11.1,8.1,6.1,6.6,9.4,15.4,15.8,11.2,9.1
BENTRAI,2014-02-16,4.0,14.5,8.4,9.8,11.0,9.5,4.0,4.9,4.7,6.9,13.0,14.5,9.9,7.0
BENTRAI,2014-02-17,3.0,11.7,4.1,6.1,10.8,7.4,5.6,4.5,3.0,4.9,9.6,11.7,10.0,5.0
BENTRAI,2014-02-18,1.9,15.4,1.9,2.8,7.0,5.1,4.8,3.2,2.1,4.8,9.8,15.4,14.0,9.4
BENTRAI,2014-02-23,1.5,5.3,4.0,3.1,2.0,1.5,2.7,3.1,2.9,2.7,3.2,3.8,5.3,5.1
BENTRAI,2014-02-24,1.8,4.6,4.6,4.0,2.6,1.8,2.4,3.9,4.4,3.4,2.8,3.0,3.2,3.5
BENTRAI,2014-02-25,2.2,14.1,3.1,2.9,2.7,2.2,2.9,7.4,14.1,11.0,8.9,5.5,5.8,6.2
BENTRAI,2014-03-03,3.9,18.0,6.1,12.5,18.0,16.9,10.0,6.1,3.9,8.1,13.6,17.4,11.5,7.2
BENTRAI,2014-03-04,3.8,17.8,3.8,9.1,14.9,16.7,12.8,9.5,5.7,7.9,13.9,17.8,12.4,6.9
BENTRAI,2014-03-05,3.6,17.1,3.7,5.4,11.7,15.0,12.5,5.9,3.6,4.3,9.7,17.1,12.9,8.1
