code,date,time,min,max
TICHTHIEN,2017-03-19,15:10:00|10:00:00,0.0,0.0
TICHTHIEN,2017-03-20,18:00:00|11:15:00,0.0,0.0
TICHTHIEN,2017-03-21,17:50:00|11:30:00,0.0,0.0
TICHTHIEN,2017-03-22,17:55:00|12:00:00,0.0,0.0
TICHTHIEN,2017-03-23,7:28:00|14:30:00,0.0,0.0
TICHTHIEN,2017-03-24,8:30:00|15:18:00,0.0,0.0
TICHTHIEN,2017-03-25,9:20:00|16:25:00,0.0,0.0
TICHTHIEN,2017-03-26,9:17:00|16:10:00,0.0,0.0
TICHTHIEN,2017-03-27,10:15:00|18:00:00,0.0,0.0
TICHTHIEN,2017-03-28,9:14:00|18:00:00,0.0,0.0
TICHTHIEN,2017-03-29,11:36:00|17:55:00,0.0,0.0
TICHTHIEN,2017-03-30,14:00:00|7:40:00,0.0,0.0
TICHTHIEN,2017-03-31,14:10:00|8:00:00,0.0,0.0
TICHTHIEN,2017-04-01,7:10:00|17:00:00,0.0,0.0
TICHTHIEN,2017-04-02,8:15:00|17:30:00,0.0,0.0
TICHTHIEN,2017-04-03,9:20:00|18:00:00,0.0,0.0
TICHTHIEN,2017-04-04,16:30:00|6:10:00,0.0,0.0
TICHTHIEN,2017-04-05,16:10:00|7:15:00,0.0,0.0
TICHTHIEN,2017-04-06,12:45:00|8:10:00,0.0,0.0
TICHTHIEN,2017-04-07,13:30:00|9:20:00,0.0,0.0
TICHTHIEN,2017-04-08,14:10:00|10:15:00,0.0,0.0
TICHTHIEN,2017-04-09,15:00:00|11:10:00,0.0,0.0
TICHTHIEN,2017-04-10,16:15:00|11:40:00,0.0,0.0
TICHTHIEN,2017-04-11,17:30:00|12:00:00,0.0,0.0
TICHTHIEN,2017-04-12,17:55:00|11:55:00,0.0,0.0
TICHTHIEN,2017-04-13,14:20:00|6:30:00,0.0,0.0
TICHTHIEN,2017-04-14,14:40:00|6:45:00,0.0,0.0
TICHTHIEN,2017-04-15,15:10:00|7:20:00,0.0,0.0
TICHTHIEN,2017-04-16,15:45:00|8:17:00,0.0,0.0
TICHTHIEN,2017-04-17,16:25:00|9:25:00,0.0,0.0
TICHTHIEN,2017-04-18,16:40:00|10:20:00,0.0,0.0
TICHTHIEN,2017-04-19,17:15:00|11:10:00,0.0,0.0
TICHTHIEN,2017-04-20,17:45:00|11:50:00,0.0,0.0
TICHTHIEN,2017-04-21,17:35:00|10:30:00,0.0,0.0
TICHTHIEN,2017-04-22,6:10:00|14:25:00,0.0,0.0
TICHTHIEN,2017-04-23,7:15:00|15:10:00,0.0,0.0
TICHTHIEN,2017-04-24,8:18:00|16:20:00,0.0,0.0
TICHTHIEN,2017-04-25,9:10:00|16:40:00,0.0,0.0
TICHTHIEN,2017-04-26,10:24:00|17:15:00,0.0,0.0
TICHTHIEN,2017-04-27,11:30:00|17:50:00,0.0,0.0
TICHTHIEN,2017-04-28,12:41:00|6:30:00,0.0,0.0
TICHTHIEN,2017-04-29,13:30:00|7:45:00,0.0,0.0
TICHTHIEN,2017-04-30,14:45:00|8:20:00,0.0,0.0
TICHTHIEN,2017-05-01,15:20:00|9:30:00,0.0,0.0
TICHTHIEN,2017-05-02,15:45:00|9:45:00,0.0,0.0
TICHTHIEN,2017-05-03,16:30:00|10:10:00,0.0,0.0
TICHTHIEN,2017-05-04,17:15:00|11:20:00,0.0,0.0
TICHTHIEN,2017-05-05,17:55:00|11:50:00,0.0,0.0
TICHTHIEN,2017-05-06,6:30:00|13:30:00,0.0,0.0
TICHTHIEN,2017-05-07,7:30:00|14:15:00,0.0,0.0
TICHTHIEN,2017-05-08,8:15:00|15:30:00,0.0,0.0
TICHTHIEN,2017-05-09,9:25:00|16:30:00,0.0,0.0
TICHTHIEN,2017-05-10,10:30:00|17:40:00,0.0,0.0
TICHTHIEN,2017-05-11,11:30:00|17:45:00,0.0,0.0
TICHTHIEN,2017-05-12,11:50:00|17:55:00,0.0,0.0
TICHTHIEN,2017-05-13,13:30:00|7:30:00,0.0,0.0
TICHTHIEN,2017-05-14,14:25:00|8:15:00,0.0,0.0
TICHTHIEN,2017-05-15,15:30:00|9:25:00,0.0,0.0
TICHTHIEN,2017-05-16,16:00:00|10:10:00,0.0,0.0
TICHTHIEN,2017-05-17,16:15:00|11:15:00,0.0,0.0
