code,date,time,min,max,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
SONDOC,2002-01-01,,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-02-01,,0.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-03-01,,0.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-04-01,,3.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-05-01,,2.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-06-01,,3.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-01-02,,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-02-02,,0.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-03-02,,0.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-04-02,,3.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-05-02,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-06-02,,3.2,4.8,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-01-03,,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-02-03,,0.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-03-03,,0.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-04-03,,2.9,7.1,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-05-03,,3.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-06-03,,3.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-01-04,,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-02-04,,0.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-03-04,,0.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-04-04,,3.2,5.9,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-05-04,,2.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-06-04,,3.2,4.7,,,,,,,,,,,,,,,,,,,,,,,,
SONDOC,2002-01-05,,0.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,
